wave,deposit,table,verdict,instrument,wording_source,evidence,rights,rights_sha256,old_agrees,old_disagree_reason,effort,slice,retry,redo_note
3,https://www.cis.es/es/estudios/percepcion-de-la-ciencia-y-la-tecnologia?cuestionario=17757&muestra=25761&pregunta=636157&variable=1001443&charttype=bar,spain_2023_science_benefits,OBTAINABLE,"CIS Estudio 3406, Percepción de la ciencia y la tecnología (2023)",https://www.cis.es/documents/20117/1557696/cues3406pdf.pdf/0a1c3fef-1042-f389-6581-d9c0caa2389a?version=1.0&t=1700822714947 (P.10 (4 statements)),"The official CIS questionnaire PDF prints the Spanish stem and every sub-item with response codes. The processing script spain_2023_science.do maps P10_1..4 to this table, so the counts match. The wording is Spanish.","quote:""Las presentes condiciones generales permiten la reutilización de los documentos sometidos a ellas para fines comerciales y no comerciales ... La reutilización autorizada incluye ... la copia, difusión, modificación, adaptación"" (conditions: cite CIS, do not distort the meaning, no official endorsement) https://www.cis.es/es/condiciones-reutilizaci%C3%B3n-datos-del-cis",156948c0b047d4cbf27644b6b5dc96d4dd9ff1d07561fa1a1c6ffcfc7f8898d6,na,,low,1,,
3,https://www.cis.es/es/estudios/percepcion-de-la-ciencia-y-la-tecnologia?cuestionario=17757&muestra=25761&pregunta=636157&variable=1001443&charttype=bar,spain_2023_science_cuts,OBTAINABLE,"CIS Estudio 3406, Percepción de la ciencia y la tecnología (2023)","https://www.cis.es/documents/20117/1557696/cues3406pdf.pdf/0a1c3fef-1042-f389-6581-d9c0caa2389a?version=1.0&t=1700822714947 (P.14, P.15, P.16)","The official CIS questionnaire PDF prints the Spanish stem and every sub-item with response codes. The processing script spain_2023_science.do maps P14..P16 to this table, so the counts match. The wording is Spanish.","quote:""Las presentes condiciones generales permiten la reutilización de los documentos sometidos a ellas para fines comerciales y no comerciales ... La reutilización autorizada incluye ... la copia, difusión, modificación, adaptación"" (conditions: cite CIS, do not distort the meaning, no official endorsement) https://www.cis.es/es/condiciones-reutilizaci%C3%B3n-datos-del-cis",156948c0b047d4cbf27644b6b5dc96d4dd9ff1d07561fa1a1c6ffcfc7f8898d6,na,,low,1,,
3,https://www.cis.es/es/estudios/percepcion-de-la-ciencia-y-la-tecnologia?cuestionario=17757&muestra=25761&pregunta=636157&variable=1001443&charttype=bar,spain_2023_science_dangers,OBTAINABLE,"CIS Estudio 3406, Percepción de la ciencia y la tecnología (2023)",https://www.cis.es/documents/20117/1557696/cues3406pdf.pdf/0a1c3fef-1042-f389-6581-d9c0caa2389a?version=1.0&t=1700822714947 (P.11 (4 statements)),"The official CIS questionnaire PDF prints the Spanish stem and every sub-item with response codes. The processing script spain_2023_science.do maps P11_1..4 to this table, so the counts match. The wording is Spanish.","quote:""Las presentes condiciones generales permiten la reutilización de los documentos sometidos a ellas para fines comerciales y no comerciales ... La reutilización autorizada incluye ... la copia, difusión, modificación, adaptación"" (conditions: cite CIS, do not distort the meaning, no official endorsement) https://www.cis.es/es/condiciones-reutilizaci%C3%B3n-datos-del-cis",156948c0b047d4cbf27644b6b5dc96d4dd9ff1d07561fa1a1c6ffcfc7f8898d6,na,,low,1,,
3,https://www.cis.es/es/estudios/percepcion-de-la-ciencia-y-la-tecnologia?cuestionario=17757&muestra=25761&pregunta=636157&variable=1001443&charttype=bar,spain_2023_science_engagement,OBTAINABLE,"CIS Estudio 3406, Percepción de la ciencia y la tecnología (2023)",https://www.cis.es/documents/20117/1557696/cues3406pdf.pdf/0a1c3fef-1042-f389-6581-d9c0caa2389a?version=1.0&t=1700822714947 (P.6 (4 everyday actions)),"The official CIS questionnaire PDF prints the Spanish stem and every sub-item with response codes. The processing script spain_2023_science.do maps P6_1..4 to this table, so the counts match. The wording is Spanish.","quote:""Las presentes condiciones generales permiten la reutilización de los documentos sometidos a ellas para fines comerciales y no comerciales ... La reutilización autorizada incluye ... la copia, difusión, modificación, adaptación"" (conditions: cite CIS, do not distort the meaning, no official endorsement) https://www.cis.es/es/condiciones-reutilizaci%C3%B3n-datos-del-cis",156948c0b047d4cbf27644b6b5dc96d4dd9ff1d07561fa1a1c6ffcfc7f8898d6,na,,low,1,,
3,https://www.cis.es/es/estudios/percepcion-de-la-ciencia-y-la-tecnologia?cuestionario=17757&muestra=25761&pregunta=636157&variable=1001443&charttype=bar,spain_2023_science_functions,OBTAINABLE,"CIS Estudio 3406, Percepción de la ciencia y la tecnología (2023)",https://www.cis.es/documents/20117/1557696/cues3406pdf.pdf/0a1c3fef-1042-f389-6581-d9c0caa2389a?version=1.0&t=1700822714947 (P.9 (5 functions of science)),"The official CIS questionnaire PDF prints the Spanish stem and every sub-item with response codes. The processing script spain_2023_science.do maps P9_1..5 to this table, so the counts match. The wording is Spanish.","quote:""Las presentes condiciones generales permiten la reutilización de los documentos sometidos a ellas para fines comerciales y no comerciales ... La reutilización autorizada incluye ... la copia, difusión, modificación, adaptación"" (conditions: cite CIS, do not distort the meaning, no official endorsement) https://www.cis.es/es/condiciones-reutilizaci%C3%B3n-datos-del-cis",156948c0b047d4cbf27644b6b5dc96d4dd9ff1d07561fa1a1c6ffcfc7f8898d6,na,,low,1,,
3,https://www.cis.es/es/estudios/percepcion-de-la-ciencia-y-la-tecnologia?cuestionario=17757&muestra=25761&pregunta=636157&variable=1001443&charttype=bar,spain_2023_science_future,OBTAINABLE,"CIS Estudio 3406, Percepción de la ciencia y la tecnología (2023)","https://www.cis.es/documents/20117/1557696/cues3406pdf.pdf/0a1c3fef-1042-f389-6581-d9c0caa2389a?version=1.0&t=1700822714947 (P.12, P.13)","The official CIS questionnaire PDF prints the Spanish stem and every sub-item with response codes. The processing script spain_2023_science.do maps P12, P13 to this table, so the counts match. The wording is Spanish.","quote:""Las presentes condiciones generales permiten la reutilización de los documentos sometidos a ellas para fines comerciales y no comerciales ... La reutilización autorizada incluye ... la copia, difusión, modificación, adaptación"" (conditions: cite CIS, do not distort the meaning, no official endorsement) https://www.cis.es/es/condiciones-reutilizaci%C3%B3n-datos-del-cis",156948c0b047d4cbf27644b6b5dc96d4dd9ff1d07561fa1a1c6ffcfc7f8898d6,na,,low,1,,
3,https://www.cis.es/es/estudios/percepcion-de-la-ciencia-y-la-tecnologia?cuestionario=17757&muestra=25761&pregunta=636157&variable=1001443&charttype=bar,spain_2023_science_interest,OBTAINABLE,"CIS Estudio 3406, Percepción de la ciencia y la tecnología (2023)",https://www.cis.es/documents/20117/1557696/cues3406pdf.pdf/0a1c3fef-1042-f389-6581-d9c0caa2389a?version=1.0&t=1700822714947 (P.1 + P.2 (7 advances)),"The official CIS questionnaire PDF prints the Spanish stem and every sub-item with response codes. The processing script spain_2023_science.do maps 8 = P1 + P2_1..7 to this table, so the counts match. The wording is Spanish.","quote:""Las presentes condiciones generales permiten la reutilización de los documentos sometidos a ellas para fines comerciales y no comerciales ... La reutilización autorizada incluye ... la copia, difusión, modificación, adaptación"" (conditions: cite CIS, do not distort the meaning, no official endorsement) https://www.cis.es/es/condiciones-reutilizaci%C3%B3n-datos-del-cis",156948c0b047d4cbf27644b6b5dc96d4dd9ff1d07561fa1a1c6ffcfc7f8898d6,na,,low,1,,
3,https://www.cis.es/es/estudios/percepcion-de-la-ciencia-y-la-tecnologia?cuestionario=17757&muestra=25761&pregunta=636157&variable=1001443&charttype=bar,spain_2023_science_science,OBTAINABLE,"CIS Estudio 3406, Percepción de la ciencia y la tecnología (2023)",https://www.cis.es/documents/20117/1557696/cues3406pdf.pdf/0a1c3fef-1042-f389-6581-d9c0caa2389a?version=1.0&t=1700822714947 (P.3 (6 words associated with science)),"The official CIS questionnaire PDF prints the Spanish stem and every sub-item with response codes. The processing script spain_2023_science.do maps P3ES_1..6 to this table, so the counts match. The wording is Spanish.","quote:""Las presentes condiciones generales permiten la reutilización de los documentos sometidos a ellas para fines comerciales y no comerciales ... La reutilización autorizada incluye ... la copia, difusión, modificación, adaptación"" (conditions: cite CIS, do not distort the meaning, no official endorsement) https://www.cis.es/es/condiciones-reutilizaci%C3%B3n-datos-del-cis",156948c0b047d4cbf27644b6b5dc96d4dd9ff1d07561fa1a1c6ffcfc7f8898d6,na,,low,1,,
3,https://www.cis.es/es/estudios/percepcion-de-la-ciencia-y-la-tecnologia?cuestionario=17757&muestra=25761&pregunta=636157&variable=1001443&charttype=bar,spain_2023_science_situations,OBTAINABLE,"CIS Estudio 3406, Percepción de la ciencia y la tecnología (2023)",https://www.cis.es/documents/20117/1557696/cues3406pdf.pdf/0a1c3fef-1042-f389-6581-d9c0caa2389a?version=1.0&t=1700822714947 (P.8 (4 situations)),"The official CIS questionnaire PDF prints the Spanish stem and every sub-item with response codes. The processing script spain_2023_science.do maps P8ES_1..4 to this table, so the counts match. The wording is Spanish.","quote:""Las presentes condiciones generales permiten la reutilización de los documentos sometidos a ellas para fines comerciales y no comerciales ... La reutilización autorizada incluye ... la copia, difusión, modificación, adaptación"" (conditions: cite CIS, do not distort the meaning, no official endorsement) https://www.cis.es/es/condiciones-reutilizaci%C3%B3n-datos-del-cis",156948c0b047d4cbf27644b6b5dc96d4dd9ff1d07561fa1a1c6ffcfc7f8898d6,na,,low,1,,
3,https://www.cis.es/es/estudios/percepcion-de-la-ciencia-y-la-tecnologia?cuestionario=17757&muestra=25761&pregunta=636157&variable=1001443&charttype=bar,spain_2023_science_technology,OBTAINABLE,"CIS Estudio 3406, Percepción de la ciencia y la tecnología (2023)",https://www.cis.es/documents/20117/1557696/cues3406pdf.pdf/0a1c3fef-1042-f389-6581-d9c0caa2389a?version=1.0&t=1700822714947 (P.4 (6 words associated with technology)),"The official CIS questionnaire PDF prints the Spanish stem and every sub-item with response codes. The processing script spain_2023_science.do maps P4ES_1..6 to this table, so the counts match. The wording is Spanish.","quote:""Las presentes condiciones generales permiten la reutilización de los documentos sometidos a ellas para fines comerciales y no comerciales ... La reutilización autorizada incluye ... la copia, difusión, modificación, adaptación"" (conditions: cite CIS, do not distort the meaning, no official endorsement) https://www.cis.es/es/condiciones-reutilizaci%C3%B3n-datos-del-cis",156948c0b047d4cbf27644b6b5dc96d4dd9ff1d07561fa1a1c6ffcfc7f8898d6,na,,low,1,,
3,https://www.cis.es/es/estudios/percepcion-de-la-ciencia-y-la-tecnologia?cuestionario=17757&muestra=25761&pregunta=636157&variable=1001443&charttype=bar,spain_2023_science_utility,OBTAINABLE,"CIS Estudio 3406, Percepción de la ciencia y la tecnología (2023)",https://www.cis.es/documents/20117/1557696/cues3406pdf.pdf/0a1c3fef-1042-f389-6581-d9c0caa2389a?version=1.0&t=1700822714947 (P.7 (4 uses of S&T knowledge)),"The official CIS questionnaire PDF prints the Spanish stem and every sub-item with response codes. The processing script spain_2023_science.do maps P7ES_1..4 to this table, so the counts match. The wording is Spanish.","quote:""Las presentes condiciones generales permiten la reutilización de los documentos sometidos a ellas para fines comerciales y no comerciales ... La reutilización autorizada incluye ... la copia, difusión, modificación, adaptación"" (conditions: cite CIS, do not distort the meaning, no official endorsement) https://www.cis.es/es/condiciones-reutilizaci%C3%B3n-datos-del-cis",156948c0b047d4cbf27644b6b5dc96d4dd9ff1d07561fa1a1c6ffcfc7f8898d6,na,,low,1,,
3,10.1017/s1475676526101017,germann_2026_environment,OBTAINABLE,WhoGetsMyVoteUK 2017 VAA environmental statements (2),https://static.cambridge.org/content/id/urn%3Acambridge.org%3Aid%3Aarticle%3AS1475676526101017/resource/name/S1475676526101017sup001.pdf Table S2.22,"SI Table S2.22 lists both 2017 items (fracking; 'The UK should continue to meet the EU's green energy targets.'), matching env1-2.",silence (own items: WhoGetsMyVoteUK 2017 VAA team incl. author; no distributor; paper CC BY),,no,SI appendix prints the wording.,low,2,,
3,10.1017/s1475676526101017,germann_2026_immigration,OBTAINABLE,WhoGetsMyVoteUK 2017 VAA anti-immigration statements (3),"https://static.cambridge.org/content/id/urn%3Acambridge.org%3Aid%3Aarticle%3AS1475676526101017/resource/name/S1475676526101017sup001.pdf Table S2.15 (and S2.13), 2017 column","SI Appendix Table S2.15 gives all 3 items of the 2017 immigration scale (e.g. 'The UK should introduce quotas to limit the number of immigrants coming into the country.'), matching imm1-imm3; IRW uses LondonBridgeAttack2017.tab.",silence (own items: WhoGetsMyVoteUK 2017 questionnaire written by the VAA team incl. author Mendez; no distributor; paper CC BY),,no,"Old audit only listed Dataverse files; the paper's SI appendix (Cambridge, open) prints every outcome wording.",low,2,,
3,10.1017/s1475676526101017,germann_2026_national_identity,NEEDS_HUMAN,"WhoGetsMyVoteUK 2017 identity items (englid, britid, euid, scotid, welshid)",,"SI Table S2.13 gives the shared stem ('To what extent do you consider yourself as any of the following, where a 0 means ... and a 10 means ...') with only the British and English labels; euid/scotid/welshid labels are not printed and would be inferred from variable names. Question: should euid/scotid/welshid ship as the published stem plus 'European'/'Scottish'/'Welsh' labels inferred from the variable names?",silence (own items: WhoGetsMyVoteUK VAA team; paper CC BY),,no,Stem and 2 of 5 labels are in the SI appendix; not simply unavailable.,low,2,,
3,10.1017/s1475676526101017,germann_2026_redistribution,OBTAINABLE,WhoGetsMyVoteUK 2017 VAA redistribution statements (4),https://static.cambridge.org/content/id/urn%3Acambridge.org%3Aid%3Aarticle%3AS1475676526101017/resource/name/S1475676526101017sup001.pdf Table S2.18,"SI Table S2.18 lists 4 items for the 2017 economic redistribution scale (e.g. 'Income tax should be increased for higher earners.'), matching redistr1-4.",silence (own items: WhoGetsMyVoteUK 2017 VAA team incl. author; no distributor; paper CC BY),,no,SI appendix prints the wording.,low,2,,
