table,n_id,n_age,min_age,max_age,n_distinct,n_u18,n_a18,share_under_18,n_lt6,n_6_12,n_12_18,verdict,age range,child age,reason
mgkt,19218,19218,13.0,67998.0,91,3129,16089,0.162816,0,0,3129,unusable,,,"ages outside [0, 120]: 13.0-67998.0"
mexico_2025_q3safety_violence,23632,23632,18.0,98.0,81,0,23632,0.0,0,0,0,derived,Adult (18+),,
mexico_2025_q3safety_perception,23642,23642,18.0,98.0,81,0,23642,0.0,0,0,0,derived,Adult (18+),,
mexico_2025_q4safety_perception,23923,23923,18.0,98.0,81,0,23923,0.0,0,0,0,derived,Adult (18+),,
mexico_2025_q4safety_govperformance,23923,23923,18.0,98.0,81,0,23923,0.0,0,0,0,derived,Adult (18+),,
milson_2026_social_media_use,904,904,18.0,34.0,17,0,904,0.0,0,0,0,derived,Adult (18+),,
moe2025_erq,95,95,24.0,64.0,37,0,95,0.0,0,0,0,derived,Adult (18+),,
moe2025_scs,95,95,24.0,64.0,37,0,95,0.0,0,0,0,derived,Adult (18+),,
moe2025_sis,95,95,24.0,64.0,37,0,95,0.0,0,0,0,derived,Adult (18+),,
mohammed_2021_job_satisfaction,411,411,21.0,57.0,24,0,411,0.0,0,0,0,derived,Adult (18+),,
mohammed_2021_patient_safety_culture,411,411,21.0,57.0,24,0,411,0.0,0,0,0,derived,Adult (18+),,
monier_2026_pot,107,107,51.0,80.0,30,0,107,0.0,0,0,0,derived,Elderly (minimum age >50),,
monier_2026_sti,105,105,51.0,80.0,30,0,105,0.0,0,0,0,derived,Elderly (minimum age >50),,
moon_2023_coping_emotion,206,206,9.0,42.0,24,5,201,0.024272,0,5,0,derived,Mixed,Child (6-12y),
moon_2023_coping_problem,206,206,9.0,42.0,24,5,201,0.024272,0,5,0,derived,Mixed,Child (6-12y),
moon_2023_korean_proficiency,206,206,9.0,42.0,24,5,201,0.024272,0,5,0,derived,Mixed,Child (6-12y),
moon_2023_pregnancy_stress,205,205,9.0,42.0,24,5,200,0.02439,0,5,0,derived,Mixed,Child (6-12y),
moon_2023_selfesteem,206,206,9.0,42.0,24,5,201,0.024272,0,5,0,derived,Mixed,Child (6-12y),
moon_2023_spousal_support,206,206,9.0,42.0,24,5,201,0.024272,0,5,0,derived,Mixed,Child (6-12y),
moore_2016_bdi,282,271,18.80355921,67.60301164,261,0,271,0.0,0,0,0,derived,Adult (18+),,
moral_absolutism_goyal_2025_dt,2430,2412,18.0,78.0,58,0,2412,0.0,0,0,0,derived,Adult (18+),,
moral_absolutism_goyal_2025_mfq,2430,2412,18.0,78.0,58,0,2412,0.0,0,0,0,derived,Adult (18+),,
moral_absolutism_goyal_2025_moral,4469,4198,1.0,84.0,63,198,4000,0.047165,170,28,0,derived,Mixed,"Early (<6y), Child (6-12y)",
moral_absolutism_goyal_2025_mr,2430,2412,18.0,78.0,58,0,2412,0.0,0,0,0,derived,Adult (18+),,
moral_absolutism_goyal_2025_nfc,2650,2610,1.0,78.0,65,198,2412,0.075862,170,28,0,derived,Mixed,"Early (<6y), Child (6-12y)",
moral_absolutism_goyal_2025_pp,2430,2412,18.0,78.0,58,0,2412,0.0,0,0,0,derived,Adult (18+),,
moral_absolutism_goyal_2025_stance,5802,4212,18.0,80.0,62,0,4212,0.0,0,0,0,derived,Adult (18+),,
morales_2021_asmr15,177,177,18.0,49.0,19,0,177,0.0,0,0,0,derived,Adult (18+),,
morales_2021_erq,177,177,18.0,49.0,19,0,177,0.0,0,0,0,derived,Adult (18+),,
mpsycho_wilpat,804,796,18.0,100.0,55,0,796,0.0,0,0,0,derived,Adult (18+),,
much_tte_2025_actionorientation,1244,1244,18.0,40.0,23,0,1244,0.0,0,0,0,derived,Adult (18+),,
much_tte_2025_concentrationtask,1244,1244,18.0,40.0,23,0,1244,0.0,0,0,0,derived,Adult (18+),,
much_tte_2025_currentmotivation,1244,1244,18.0,40.0,23,0,1244,0.0,0,0,0,derived,Adult (18+),,
much_tte_2025_effort,1244,1244,18.0,40.0,23,0,1244,0.0,0,0,0,derived,Adult (18+),,
much_tte_2025_matrixreasoning,1244,1244,18.0,40.0,23,0,1244,0.0,0,0,0,derived,Adult (18+),,
muir_2025_resilience_behaviours,70,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
muir_2025_resilience_opinions,70,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
musifeast17_vanderwalle_2025,701,701,18.0,75.0,58,0,701,0.0,0,0,0,derived,Adult (18+),,
muslih_2024_rses,260,260,21.0,63.0,38,0,260,0.0,0,0,0,derived,Adult (18+),,
nabizadehchianeh_2026_tempsa,713,713,18.0,38.0,16,0,713,0.0,0,0,0,derived,Adult (18+),,
nabwera_2021_bdi,358,358,15.0,21.0,7,239,119,0.332402,0,0,239,derived,Mixed,Adolescent (12-18y),
nam_2024_access,214,214,24.0,66.0,35,0,214,0.0,0,0,0,derived,Adult (18+),,
nam_2024_attitude,214,214,24.0,66.0,35,0,214,0.0,0,0,0,derived,Adult (18+),,
nam_2024_function,214,214,24.0,66.0,35,0,214,0.0,0,0,0,derived,Adult (18+),,
nam_2024_khlat,214,214,24.0,66.0,35,0,214,0.0,0,0,0,derived,Adult (18+),,
nam_2024_medint,214,214,24.0,66.0,35,0,214,0.0,0,0,0,derived,Adult (18+),,
nam_2024_selfcare,214,214,24.0,66.0,35,0,214,0.0,0,0,0,derived,Adult (18+),,
nam_2024_selfeff,214,214,24.0,66.0,35,0,214,0.0,0,0,0,derived,Adult (18+),,
narcissism_schneider_2025_study1_koeberl_hsns,1417,1416,-99.0,221.0,55,12,1404,0.008475,12,0,0,unusable,,,"ages outside [0, 120]: -99.0-221.0"
narcissism_schneider_2025_study1_morf_hsns,1285,1285,16.0,72.0,45,3,1282,0.002335,0,0,3,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.233% (< 2%), so not Mixed"
narcissism_schneider_2025_study2_audit,3,3,16.0,72.0,55,1,3,0.25,0,0,1,unusable,,,only 3 respondents with an age
narcissism_schneider_2025_study2_bfi,3,3,16.0,72.0,55,1,3,0.25,0,0,1,unusable,,,only 3 respondents with an age
narcissism_schneider_2025_study2_cape,3,3,16.0,72.0,55,1,3,0.25,0,0,1,unusable,,,only 3 respondents with an age
narcissism_schneider_2025_study2_det,3,3,16.0,72.0,55,1,3,0.25,0,0,1,unusable,,,only 3 respondents with an age
narcissism_schneider_2025_study2_ffni,3,3,16.0,72.0,55,1,3,0.25,0,0,1,unusable,,,only 3 respondents with an age
neurodegenerative_huizinga_2019_user,1461,1460,18.0,95.0,75,0,1460,0.0,0,0,0,derived,Adult (18+),,
neurodegenerative_huizinga_2019_cvc,1461,1460,18.0,95.0,75,0,1460,0.0,0,0,0,derived,Adult (18+),,
neurodegenerative_huizinga_2019_brief,1461,1460,18.0,95.0,75,0,1460,0.0,0,0,0,derived,Adult (18+),,
nas_rogoza_2024_study2_ngs,353,353,18.0,85.0,63,0,353,0.0,0,0,0,derived,Adult (18+),,
neurodegenerative_huizinga_2019_sims,1461,1460,18.0,95.0,75,0,1460,0.0,0,0,0,derived,Adult (18+),,
narcissism_schneider_2025_study2_narq,3,3,16.0,72.0,55,1,3,0.25,0,0,1,unusable,,,only 3 respondents with an age
narcissism_schneider_2025_study2_npi,3,3,16.0,72.0,55,1,3,0.25,0,0,1,unusable,,,only 3 respondents with an age
nas_rogoza_2024_study1,369,369,18.0,78.0,58,0,369,0.0,0,0,0,derived,Adult (18+),,
narcissism_schneider_2025_study2_pni,3,3,16.0,72.0,55,1,3,0.25,0,0,1,unusable,,,only 3 respondents with an age
narcissism_schneider_2025_study2_hsns,3,3,16.0,73.0,56,1,3,0.25,0,0,1,unusable,,,only 3 respondents with an age
narcissism_schneider_2025_study2_who,3,3,16.0,72.0,55,1,3,0.25,0,0,1,unusable,,,only 3 respondents with an age
narcissism_schneider_2025_study2_idasii,3,3,16.0,72.0,55,1,3,0.25,0,0,1,unusable,,,only 3 respondents with an age
narcissism_schneider_2025_study2_lpfs,3,3,16.0,72.0,55,1,3,0.25,0,0,1,unusable,,,only 3 respondents with an age
narcissism_schneider_2025_study2_pid,3,3,16.0,72.0,55,1,3,0.25,0,0,1,unusable,,,only 3 respondents with an age
narcissism_schneider_2025_study2_rses,3,3,16.0,72.0,55,1,3,0.25,0,0,1,unusable,,,only 3 respondents with an age
narcissism_schneider_2025_study2_shs,3,3,16.0,72.0,55,1,3,0.25,0,0,1,unusable,,,only 3 respondents with an age
narcissism_schneider_2025_study2_hexaco,3,3,16.0,72.0,55,1,3,0.25,0,0,1,unusable,,,only 3 respondents with an age
narcissism_schneider_2025_study2_phq,3,3,16.0,72.0,55,1,3,0.25,0,0,1,unusable,,,only 3 respondents with an age
nas_rogoza_2024_study2_nas,353,353,18.0,85.0,63,0,353,0.0,0,0,0,derived,Adult (18+),,
narcissistic_personality_inventory,11241,11241,0.0,509.0,83,615,10626,0.05471,13,3,599,unusable,,,"ages outside [0, 120]: 0.0-509.0"
narcissism_schneider_2025_study2_swls,3,3,16.0,72.0,55,1,3,0.25,0,0,1,unusable,,,only 3 respondents with an age
neurodegenerative_huizinga_2019_feda,1461,1460,18.0,95.0,75,0,1460,0.0,0,0,0,derived,Adult (18+),,
neurodegenerative_huizinga_2019_dass,1461,1460,18.0,95.0,75,0,1460,0.0,0,0,0,derived,Adult (18+),,
neurodegenerative_huizinga_2019_svc,1461,1460,18.0,95.0,75,0,1460,0.0,0,0,0,derived,Adult (18+),,
nas_rogoza_2024_study2_nvs,353,353,18.0,85.0,63,0,353,0.0,0,0,0,derived,Adult (18+),,
neurodegenerative_huizinga_2019_vfq,1461,1460,18.0,95.0,75,0,1460,0.0,0,0,0,derived,Adult (18+),,
nfc_kay_2025,492,492,18.0,81.0,62,0,492,0.0,0,0,0,derived,Adult (18+),,
ngo_2025_green_attitude,237,237,12.0,25.0,14,138,99,0.417722,0,0,138,derived,Mixed,Adolescent (12-18y),
ngo_2025_green_pbc,237,237,12.0,25.0,14,138,99,0.417722,0,0,138,derived,Mixed,Adolescent (12-18y),
ngo_2025_green_purchase_behavior,237,237,12.0,25.0,14,138,99,0.417722,0,0,138,derived,Mixed,Adolescent (12-18y),
ngo_2025_green_purchase_intention,237,237,12.0,25.0,14,138,99,0.417722,0,0,138,derived,Mixed,Adolescent (12-18y),
ngo_2025_green_subjective_norm,237,237,12.0,25.0,14,138,99,0.417722,0,0,138,derived,Mixed,Adolescent (12-18y),
niazi_2020_mfq,300,300,17.0,64.0,32,1,299,0.003333,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.333% (< 2%), so not Mixed"
niazi_2020_mfq_stereotype,300,300,17.0,64.0,32,1,299,0.003333,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.333% (< 2%), so not Mixed"
nit_must_2014,1803,1800,10.0,16.0,7,1800,0,0.0,0,60,1740,derived,Child (<18y),"Child (6-12y), Adolescent (12-18y)",
nomt_hooper_2024_study2,393,391,18.0,57.0,38,0,391,0.0,0,0,0,derived,Adult (18+),,
odachi_2022_bfs,417,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
odachi_2022_fear_covid19,417,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
odachi_2022_hads,417,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
okamura_2018_burnout,261,261,2.0,7.0,6,261,0,0.0,248,13,0,derived,Child (<18y),"Early (<6y), Child (6-12y)",
okamura_2018_eol_attitude,261,261,2.0,7.0,6,261,0,0.0,248,13,0,derived,Child (<18y),"Early (<6y), Child (6-12y)",
onecm_kay_2025,492,492,18.0,81.0,62,0,492,0.0,0,0,0,derived,Adult (18+),,
opentsstvr_linnig_2025_ssq,98,98,18.0,30.0,12,0,98,0.0,0,0,0,derived,Adult (18+),,
opentsstvr_linnig_2025_vas,98,98,18.0,30.0,12,0,98,0.0,0,0,0,derived,Adult (18+),,
opentsstvr_linnig_2025_vrexperience,98,98,18.0,30.0,12,0,98,0.0,0,0,0,derived,Adult (18+),,
opladen2025_edeq,211,211,18.0,65.0,30,0,211,0.0,0,0,0,derived,Adult (18+),,
opladen2025_fkg,210,210,18.0,65.0,30,0,210,0.0,0,0,0,derived,Adult (18+),,
opladen2025_fks,211,211,18.0,65.0,30,0,211,0.0,0,0,0,derived,Adult (18+),,
opladen2025_wi,210,210,18.0,65.0,30,0,210,0.0,0,0,0,derived,Adult (18+),,
osorio_2023_dos,5303,5303,12.0,19.0,8,4765,538,0.101452,0,0,4765,derived,Mixed,Adolescent (12-18y),
oxfordcovid_xue_2024_at,1518,1018,11.0,62.0,42,666,352,0.345776,0,1,665,derived,Mixed,Adolescent (12-18y),
oxfordcovid_xue_2024_bfi,1826,1380,3.0,342.0,49,899,481,0.348551,2,1,896,unusable,,,"ages outside [0, 120]: 3.0-342.0"
oxfordcovid_xue_2024_brs,851,344,12.0,60.0,23,288,56,0.162791,0,0,288,derived,Mixed,Adolescent (12-18y),
oxfordcovid_xue_2024_edeq,1534,1028,11.0,62.0,42,670,358,0.348249,0,1,669,derived,Mixed,Adolescent (12-18y),
oxfordcovid_xue_2024_gad,1574,1055,11.0,62.0,42,693,362,0.343128,0,1,692,derived,Mixed,Adolescent (12-18y),
oxfordcovid_xue_2024_iusc,1662,1255,3.0,342.0,47,834,421,0.335458,1,1,832,unusable,,,"ages outside [0, 120]: 3.0-342.0"
oxfordcovid_xue_2024_mfq,1555,1176,11.0,342.0,45,787,389,0.330782,0,1,786,unusable,,,"ages outside [0, 120]: 11.0-342.0"
oxfordcovid_xue_2024_mh,2248,1451,3.0,342.0,50,945,506,0.348725,2,1,942,unusable,,,"ages outside [0, 120]: 3.0-342.0"
oxfordcovid_xue_2024_pas,1632,1094,11.0,342.0,43,727,367,0.335466,0,1,726,unusable,,,"ages outside [0, 120]: 11.0-342.0"
oxfordcovid_xue_2024_phq,1582,1058,11.0,342.0,43,695,363,0.3431,0,1,694,unusable,,,"ages outside [0, 120]: 11.0-342.0"
oxfordcovid_xue_2024_pss,1600,1072,11.0,342.0,43,707,365,0.340485,0,1,706,unusable,,,"ages outside [0, 120]: 11.0-342.0"
oxfordcovid_xue_2024_pswq_a,506,392,13.0,342.0,42,4,388,0.010204,0,0,4,unusable,,,"ages outside [0, 120]: 13.0-342.0"
oxfordcovid_xue_2024_pswq_c,1264,958,3.0,45.0,11,882,76,0.079332,1,1,880,derived,Mixed,Adolescent (12-18y),
oxfordcovid_xue_2024_rse,1534,1160,11.0,342.0,45,775,385,0.331897,0,1,774,unusable,,,"ages outside [0, 120]: 11.0-342.0"
oxfordcovid_xue_2024_school,173,139,13.0,18.0,6,125,14,0.100719,0,0,125,derived,Mixed,Adolescent (12-18y),
oxfordcovid_xue_2024_swemws,1491,995,11.0,62.0,42,645,350,0.351759,0,1,644,derived,Mixed,Adolescent (12-18y),
oxfordcovid_xue_2024_ua,1308,979,3.0,342.0,16,895,84,0.085802,2,1,892,unusable,,,"ages outside [0, 120]: 3.0-342.0"
ozkurt_2026_basic_psych_needs,374,374,16.0,44.0,24,33,341,0.088235,0,0,33,derived,Mixed,Adolescent (12-18y),
ozkurt_2026_continuance_intention,374,374,16.0,44.0,24,33,341,0.088235,0,0,33,derived,Mixed,Adolescent (12-18y),
ozkurt_2026_ego_orientation,374,374,16.0,44.0,24,33,341,0.088235,0,0,33,derived,Mixed,Adolescent (12-18y),
ozkurt_2026_paces_enjoyment,374,374,16.0,44.0,24,33,341,0.088235,0,0,33,derived,Mixed,Adolescent (12-18y),
ozkurt_2026_sport_motivation,374,374,16.0,44.0,24,33,341,0.088235,0,0,33,derived,Mixed,Adolescent (12-18y),
pang_2023_behavioral_intent,309,309,1.0,4.0,4,309,0,0.0,309,0,0,unusable,,,"looks like banded codes: 4 distinct values, max 4.0"
pang_2023_media_influence,309,309,1.0,4.0,4,309,0,0.0,309,0,0,unusable,,,"looks like banded codes: 4 distinct values, max 4.0"
pang_2023_perceived_cost,309,309,1.0,4.0,4,309,0,0.0,309,0,0,unusable,,,"looks like banded codes: 4 distinct values, max 4.0"
pass20_klosowska_2025_dass_online,415,415,19.0,86.0,62,0,415,0.0,0,0,0,derived,Adult (18+),,
park_2021_pss10,208,208,55.0,86.0,32,0,208,0.0,0,0,0,derived,Elderly (minimum age >50),,
pavic_2022_science_literacy,577,577,20.0,73.0,50,0,577,0.0,0,0,0,derived,Adult (18+),,
pass20_klosowska_2025_pass_online,415,415,19.0,86.0,62,0,415,0.0,0,0,0,derived,Adult (18+),,
pavic_2022_vaccine_conspiracy,577,577,20.0,73.0,50,0,577,0.0,0,0,0,derived,Adult (18+),,
pass20_klosowska_2025_staix_online,415,415,19.0,86.0,62,0,415,0.0,0,0,0,derived,Adult (18+),,
pass20_klosowska_2025_pass_hospital,141,104,18.0,85.0,49,0,104,0.0,0,0,0,derived,Adult (18+),,
park_2021_swls,208,208,55.0,86.0,32,0,208,0.0,0,0,0,derived,Elderly (minimum age >50),,
parenting_anunciacao_2025_rejection,129,108,7.0,60.0,31,1,107,0.009259,0,1,0,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.926% (< 2%), so not Mixed"
parenting_anunciacao_2025_values,129,108,7.0,60.0,31,1,107,0.009259,0,1,0,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.926% (< 2%), so not Mixed"
pavic_2022_natural_immunity,577,577,20.0,73.0,50,0,577,0.0,0,0,0,derived,Adult (18+),,
parenting_anunciacao_2025_goals,129,108,7.0,60.0,31,1,107,0.009259,0,1,0,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.926% (< 2%), so not Mixed"
pavic_2022_healthcare_trust,577,577,20.0,73.0,50,0,577,0.0,0,0,0,derived,Adult (18+),,
park_2024_mbi,331,329,22.0,54.0,29,0,329,0.0,0,0,0,derived,Adult (18+),,
parenting_anunciacao_2025_materialism,129,108,7.0,60.0,31,1,107,0.009259,0,1,0,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.926% (< 2%), so not Mixed"
park_2024_ageism,331,329,22.0,54.0,29,0,329,0.0,0,0,0,derived,Adult (18+),,
pang_2023_social_norms,309,309,1.0,4.0,4,309,0,0.0,309,0,0,unusable,,,"looks like banded codes: 4 distinct values, max 4.0"
pass20_klosowska_2025_csq_online,415,415,19.0,86.0,62,0,415,0.0,0,0,0,derived,Adult (18+),,
parenting_anunciacao_2025_material_rewards,129,108,7.0,60.0,31,1,107,0.009259,0,1,0,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.926% (< 2%), so not Mixed"
pang_2023_perceived_enjoyment,309,309,1.0,4.0,4,309,0,0.0,309,0,0,unusable,,,"looks like banded codes: 4 distinct values, max 4.0"
pang_2023_perceived_ease_use,309,309,1.0,4.0,4,309,0,0.0,309,0,0,unusable,,,"looks like banded codes: 4 distinct values, max 4.0"
pang_2023_perceived_risk,309,309,1.0,4.0,4,309,0,0.0,309,0,0,unusable,,,"looks like banded codes: 4 distinct values, max 4.0"
parc_balaji_2017,132,132,18.0,23.0,6,0,132,0.0,0,0,0,derived,Adult (18+),,
parenting_anunciacao_2025_affect,129,108,7.0,60.0,31,1,107,0.009259,0,1,0,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.926% (< 2%), so not Mixed"
pang_2023_perceived_usefulness,309,309,1.0,4.0,4,309,0,0.0,309,0,0,unusable,,,"looks like banded codes: 4 distinct values, max 4.0"
peng_2024_language_boredom,310,310,14.0,17.0,4,310,0,0.0,0,0,310,derived,Child (<18y),Adolescent (12-18y),
peng_2024_language_enjoyment,310,310,14.0,17.0,4,310,0,0.0,0,0,310,derived,Child (<18y),Adolescent (12-18y),
personalitychange_kramer_2025_mls,2092,2088,18.0,75.0,53,0,2088,0.0,0,0,0,derived,Adult (18+),,
pellerin2020_mwbs_gratbeing,674,674,16.0,81.0,61,1,673,0.001484,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.148% (< 2%), so not Mixed"
pellerin2020_cpc_optimism,674,674,16.0,81.0,61,1,673,0.001484,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.148% (< 2%), so not Mixed"
pellerin2020_cpc_selfefficacy,674,674,16.0,81.0,61,1,673,0.001484,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.148% (< 2%), so not Mixed"
pellerin2020_cpc_hope,674,674,16.0,81.0,61,1,673,0.001484,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.148% (< 2%), so not Mixed"
peng_2024_grit,310,310,14.0,17.0,4,310,0,0.0,0,0,310,derived,Child (<18y),Adolescent (12-18y),
pellerin2020_asti,674,674,16.0,81.0,61,1,673,0.001484,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.148% (< 2%), so not Mixed"
pechorro_impulsivity_2021_ypitris,429,427,18.1848049281314,41.8069815195072,388,0,427,0.0,0,0,0,derived,Adult (18+),,
pellerin2020_gq6,674,674,16.0,81.0,61,1,673,0.001484,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.148% (< 2%), so not Mixed"
pechorro_impulsivity_2021_rpq,429,427,18.1848049281314,41.8069815195072,388,0,427,0.0,0,0,0,derived,Adult (18+),,
pecino_2018_extrarole_wfb,442,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
pellerin2020_3dws,674,674,16.0,81.0,61,1,673,0.001484,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.148% (< 2%), so not Mixed"
pechorro_impulsivity_2021_iid,429,427,18.1848049281314,41.8069815195072,388,0,427,0.0,0,0,0,derived,Adult (18+),,
pcl5_xiong_2025,9506,9506,8.0,70.0,62,5948,3558,0.37429,0,1983,3965,derived,Mixed,"Child (6-12y), Adolescent (12-18y)",
pecino_2018_justice_climate,442,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
pcss_adolescent_athletes,155,152,13.0,18.0,6,150,2,0.013158,0,0,150,derived,Child (<18y),Adolescent (12-18y),"both sides of 18 present but the smaller group is 1.316% (< 2%), so not Mixed"
perfectionismlit_2021_engagement,65,64,14.0,15.0,2,64,0,0.0,0,0,64,derived,Child (<18y),Adolescent (12-18y),
pds_kay_2025,492,492,18.0,81.0,62,0,492,0.0,0,0,0,derived,Adult (18+),,
perfectionismlit_2021_prepost,68,67,14.0,15.0,2,67,0,0.0,0,0,67,derived,Child (<18y),Adolescent (12-18y),
pechorro_impulsivity_2021_bes,429,427,18.1848049281314,41.8069815195072,388,0,427,0.0,0,0,0,derived,Adult (18+),,
pellerin2020_serenity_acceptance,674,674,16.0,81.0,61,1,673,0.001484,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.148% (< 2%), so not Mixed"
pellerin2020_mwbs_pd,674,674,16.0,81.0,61,1,673,0.001484,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.148% (< 2%), so not Mixed"
personalitychange_kramer_2025_bfi,2094,2090,18.0,75.0,53,0,2090,0.0,0,0,0,derived,Adult (18+),,
pezzuti_2025_coolpeople_main_individualism_USA,844,841,1.0,73.0,55,2,839,0.002378,1,1,0,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.238% (< 2%), so not Mixed"
pezzuti_2025_coolpeople_main_powerdistance_USA_Chile,1050,1047,1.0,73.0,56,2,1045,0.00191,1,1,0,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.191% (< 2%), so not Mixed"
pezzuti_2025_coolpeople_powerful,5656,5608,1.0,85.0,64,25,5583,0.004458,1,1,23,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.446% (< 2%), so not Mixed"
pezzuti_2025_coolpeople_main_trendy_USA,844,841,1.0,73.0,55,2,839,0.002378,1,1,0,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.238% (< 2%), so not Mixed"
pezzuti_2025_coolpeople_main_tight_USA_Chile,1050,1047,1.0,73.0,56,2,1045,0.00191,1,1,0,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.191% (< 2%), so not Mixed"
personalitychange_kramer_2025_swls,2092,2088,18.0,75.0,53,0,2088,0.0,0,0,0,derived,Adult (18+),,
pezzuti_2025_coolpeople_autonomous,5656,5608,1.0,85.0,64,25,5583,0.004458,1,1,23,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.446% (< 2%), so not Mixed"
pezzuti_2025_coolpeople_main_uncertaintyavoidance_USA_Chile,1050,1047,1.0,73.0,56,2,1045,0.00191,1,1,0,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.191% (< 2%), so not Mixed"
pezzuti_2025_coolpeople_main_nfc,3972,3925,1.0,75.0,59,25,3900,0.006369,1,1,23,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.637% (< 2%), so not Mixed"
petrowski_2019_sclk9,2502,2502,14.0,92.0,78,90,2412,0.035971,0,0,90,derived,Mixed,Adolescent (12-18y),
pezzuti_2025_coolpeople_main_materialism_Chile,206,206,18.0,55.0,18,0,206,0.0,0,0,0,derived,Adult (18+),,
petrocchi_2020_neuroticism,160,160,18.0,35.0,18,0,160,0.0,0,0,0,derived,Adult (18+),,
pezzuti_2025_coolpeople_adventurous,5656,5608,1.0,85.0,64,25,5583,0.004458,1,1,23,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.446% (< 2%), so not Mixed"
