table,age range,child age (for child-focused studies),basis,min_age,max_age,n_age,share_under_18,generated
tang_2024_environmental_support,Mixed,Adolescent (12-18y),derived_cov_age,15.0,21.0,1672,0.132775,2026-09-01
tang_2024_self_construal,Mixed,Adolescent (12-18y),derived_cov_age,15.0,21.0,1675,0.133134,2026-09-01
tang_2024_caregiver_child_regulation,Mixed,Adolescent (12-18y),derived_cov_age,15.0,21.0,1675,0.133134,2026-09-01
tang_2024_self_efficacy,Mixed,Adolescent (12-18y),derived_cov_age,15.0,21.0,1675,0.133134,2026-09-01
tang_2024_caregiver_child_communication,Mixed,Adolescent (12-18y),derived_cov_age,15.0,21.0,1673,0.133293,2026-09-01
tang_2024_goal_progress,Mixed,Adolescent (12-18y),derived_cov_age,15.0,21.0,1675,0.133134,2026-09-01
tang_2024_panas_positive,Mixed,Adolescent (12-18y),derived_cov_age,15.0,21.0,1675,0.133134,2026-09-01
teicher_2015_mace_verbal,Adult (18+),,derived_cov_age,18.20396988,27.14579055,1050,0.0,2026-09-01
teicher_2015_mace_witness_sib,Adult (18+),,derived_cov_age,18.20396988,27.14579055,839,0.0,2026-09-01
torices_2025_isra_b,Adult (18+),,derived_cov_age,18.0,84.0,108,0.0,2026-09-01
teq_novak_2021_selfesteem,Adult (18+),,derived_cov_age,15.0,85.0,195,0.015385,2026-09-01
torices_2025_bapq,Adult (18+),,derived_cov_age,18.0,84.0,108,0.0,2026-09-01
teq_novak_2021_socdes,Adult (18+),,derived_cov_age,15.0,85.0,197,0.015228,2026-09-01
test_taking_much_2025_ct,Adult (18+),,derived_cov_age,18.0,40.0,1244,0.0,2026-09-01
teicher_2015_mace_physical,Adult (18+),,derived_cov_age,18.20396988,27.14579055,1051,0.0,2026-09-01
teicher_2015_mace_peer_physical,Adult (18+),,derived_cov_age,18.20396988,27.14579055,1050,0.0,2026-09-01
teicher_2015_mace_phys_neglect,Adult (18+),,derived_cov_age,18.20396988,27.14579055,1051,0.0,2026-09-01
teicher_2015_mace_sexual,Adult (18+),,derived_cov_age,18.20396988,27.14579055,1051,0.0,2026-09-01
teq_novak_2021_bfin,Adult (18+),,derived_cov_age,15.0,62.0,165,0.018182,2026-09-01
test_taking_much_2025_ao,Adult (18+),,derived_cov_age,18.0,40.0,1244,0.0,2026-09-01
torices_2025_dflex,Adult (18+),,derived_cov_age,18.0,84.0,108,0.0,2026-09-01
test_taking_much_2025_ef,Adult (18+),,derived_cov_age,18.0,40.0,1244,0.0,2026-09-01
test_taking_much_2025_cm,Adult (18+),,derived_cov_age,18.0,40.0,1244,0.0,2026-09-01
test_taking_much_2025_mr,Adult (18+),,derived_cov_age,18.0,40.0,1244,0.0,2026-09-01
teicher_2015_mace_witness_parent,Adult (18+),,derived_cov_age,18.20396988,27.14579055,1051,0.0,2026-09-01
teodorini_2020_modafinil_attitudes,Adult (18+),,derived_cov_age,18.0,68.0,282,0.0,2026-09-01
teshome_2021_pss10,Adult (18+),,derived_cov_age,13.0,65.0,798,0.001253,2026-09-01
teicher_2015_mace_peer_verbal,Adult (18+),,derived_cov_age,18.20396988,27.14579055,1050,0.0,2026-09-01
tsai_2017_treeit_h11_undo,Elderly (minimum age >50),,derived_cov_age,57.0,87.0,101,0.0,2026-09-01
trivia_fastrich_2017,Adult (18+),,derived_cov_age,8.0,79.0,1889,0.000529,2026-09-01
tsai_2017_treeit_h12_language,Elderly (minimum age >50),,derived_cov_age,57.0,87.0,101,0.0,2026-09-01
tsai_2017_treeit_h1_consistency,Elderly (minimum age >50),,derived_cov_age,57.0,87.0,101,0.0,2026-09-01
tran_2023_phq9,Adult (18+),,derived_cov_age,19.0,30.0,400,0.0,2026-09-01
torok_2025_news_source_frequency,Adult (18+),,derived_cov_age,18.0,89.0,1003,0.0,2026-09-01
trevisan_2018_aq,Mixed,Adolescent (12-18y),derived_cov_age,17.65366187542779,25.49486652977413,836,0.0311,2026-09-01
torok_2025_legality_beliefs,Adult (18+),,derived_cov_age,18.0,85.0,957,0.0,2026-09-01
torok_2025_data_security,Adult (18+),,derived_cov_age,18.0,89.0,997,0.0,2026-09-01
torok_2025_news_source_trust,Adult (18+),,derived_cov_age,18.0,89.0,986,0.0,2026-09-01
tsai_2017_treeit_h10_closure,Elderly (minimum age >50),,derived_cov_age,57.0,87.0,101,0.0,2026-09-01
torices_2025_isra_b_sit,Adult (18+),,derived_cov_age,18.0,84.0,108,0.0,2026-09-01
tran_2023_gi_symptoms,Adult (18+),,derived_cov_age,19.0,30.0,400,0.0,2026-09-01
torok_2025_facebook_uses,Adult (18+),,derived_cov_age,18.0,83.0,824,0.0,2026-09-01
tran_2023_gad7,Adult (18+),,derived_cov_age,19.0,30.0,400,0.0,2026-09-01
torok_2025_news_consumption,Adult (18+),,derived_cov_age,18.0,89.0,640,0.0,2026-09-01
torok_2025_discourse_responsibility,Adult (18+),,derived_cov_age,18.0,89.0,940,0.0,2026-09-01
torok_2025_social_media_effects,Adult (18+),,derived_cov_age,18.0,89.0,980,0.0,2026-09-01
torok_2025_data_disclosure,Adult (18+),,derived_cov_age,18.0,85.0,1001,0.0,2026-09-01
torok_2025_ai_acceptance,Adult (18+),,derived_cov_age,18.0,85.0,975,0.0,2026-09-01
torok_2025_manipulation_fear,Adult (18+),,derived_cov_age,18.0,89.0,782,0.0,2026-09-01
trusz_2025_nfi,Elderly (minimum age >50),,derived_cov_age,52.0,119.0,632,0.0,2026-09-01
torok_2025_internet_use_frequency,Adult (18+),,derived_cov_age,18.0,89.0,786,0.0,2026-09-01
tsai_2017_treeit_h13_control,Elderly (minimum age >50),,derived_cov_age,57.0,87.0,101,0.0,2026-09-01
trevisan_2018_mscs,Mixed,Adolescent (12-18y),derived_cov_age,17.533196440793976,25.49486652977413,1178,0.046689,2026-09-01
turner_2022_sr_belief_change,Adult (18+),,derived_cov_age,3.0,54.0,250,0.004,2026-09-01
twod_rotation_mather2023,Mixed,Adolescent (12-18y),derived_cov_age,14.0,90.0,1020195,0.201362,2026-09-01
tuason_2021_wellbeing,Adult (18+),,derived_cov_age,18.0,82.0,888,0.0,2026-09-01
turner_2022_cognitive_mediation,Adult (18+),,derived_cov_age,3.0,54.0,250,0.004,2026-09-01
tuason_2021_loneliness_social,Adult (18+),,derived_cov_age,18.0,82.0,888,0.0,2026-09-01
tuason_2021_covid_coping_enjoy,Adult (18+),,derived_cov_age,18.0,82.0,888,0.0,2026-09-01
tuason_2021_sense_of_agency,Adult (18+),,derived_cov_age,18.0,82.0,888,0.0,2026-09-01
tu_2022_achievement_motivation,Mixed,Adolescent (12-18y),derived_cov_age,10.0,59.0,122117,0.025811,2026-09-01
tsai_2017_treeit_tam_pu,Elderly (minimum age >50),,derived_cov_age,57.0,87.0,101,0.0,2026-09-01
tsai_2017_treeit_tam_bi,Elderly (minimum age >50),,derived_cov_age,57.0,87.0,101,0.0,2026-09-01
tuason_2021_loneliness_emotional,Adult (18+),,derived_cov_age,18.0,82.0,888,0.0,2026-09-01
tsai_2017_treeit_h9_error,Elderly (minimum age >50),,derived_cov_age,57.0,87.0,101,0.0,2026-09-01
tsai_2017_treeit_h7_flexibility,Elderly (minimum age >50),,derived_cov_age,57.0,87.0,101,0.0,2026-09-01
tsai_2017_treeit_tam_peou,Elderly (minimum age >50),,derived_cov_age,57.0,87.0,101,0.0,2026-09-01
tsai_2017_treeit_h8_message,Elderly (minimum age >50),,derived_cov_age,57.0,87.0,101,0.0,2026-09-01
tsai_2017_treeit_h4_minimalist,Elderly (minimum age >50),,derived_cov_age,57.0,87.0,101,0.0,2026-09-01
tsai_2017_treeit_h6_feedback,Elderly (minimum age >50),,derived_cov_age,57.0,87.0,101,0.0,2026-09-01
tsai_2017_treeit_h5_memory,Elderly (minimum age >50),,derived_cov_age,57.0,87.0,101,0.0,2026-09-01
tsai_2017_treeit_h2_visibility,Elderly (minimum age >50),,derived_cov_age,57.0,87.0,101,0.0,2026-09-01
tsai_2017_treeit_h14_document,Elderly (minimum age >50),,derived_cov_age,57.0,87.0,101,0.0,2026-09-01
tsai_2017_treeit_h3_match,Elderly (minimum age >50),,derived_cov_age,57.0,87.0,101,0.0,2026-09-01
uti_newlands_2023_rutiiq,Adult (18+),,derived_cov_age,18.0,84.0,240,0.0,2026-09-01
uti_newlands_2023_wpai,Adult (18+),,derived_cov_age,18.0,84.0,240,0.0,2026-09-01
uti_newlands_2023_uclals,Adult (18+),,derived_cov_age,18.0,84.0,240,0.0,2026-09-01
validatedtouchvideo_smit_2025_strength,Adult (18+),,derived_cov_age,17.0,63.0,355,0.002817,2026-09-01
validatedtouchvideo_smit_2025_category,Adult (18+),,derived_cov_age,17.0,63.0,355,0.002817,2026-09-01
uti_newlands_2023_psq,Adult (18+),,derived_cov_age,18.0,84.0,240,0.0,2026-09-01
uti_newlands_2023_fsdsr,Adult (18+),,derived_cov_age,18.0,84.0,198,0.0,2026-09-01
uti_newlands_2023_gad,Adult (18+),,derived_cov_age,18.0,84.0,240,0.0,2026-09-01
validatedtouchvideo_smit_2025_arousal,Adult (18+),,derived_cov_age,17.0,63.0,355,0.002817,2026-09-01
uti_newlands_2023_phq,Adult (18+),,derived_cov_age,18.0,84.0,240,0.0,2026-09-01
wang_2016_study1_relationship,Adult (18+),,derived_cov_age,18.0,33.0,104,0.0,2026-09-01
wang_2016_study1_se,Adult (18+),,derived_cov_age,18.0,33.0,104,0.0,2026-09-01
wang_2016_study1_power,Adult (18+),,derived_cov_age,18.0,33.0,104,0.0,2026-09-01
wang_2016_study1_authliving,Adult (18+),,derived_cov_age,18.0,33.0,104,0.0,2026-09-01
vermeiren_2022_rf,Adult (18+),,derived_cov_age,18.0,77.0,236,0.0,2026-09-01
vermeiren_2022_vocab,Adult (18+),,derived_cov_age,18.0,77.0,236,0.0,2026-09-01
vermeiren_2022_comp,Adult (18+),,derived_cov_age,18.0,21.0,199,0.0,2026-09-01
wang_2016_study3_power,Adult (18+),,derived_cov_age,15.0,65.0,210,0.004762,2026-09-01
wang_2016_study3_se,Adult (18+),,derived_cov_age,15.0,65.0,210,0.004762,2026-09-01
vermeiren_2022_gk,Adult (18+),,derived_cov_age,18.0,77.0,236,0.0,2026-09-01
wang_2016_study3_auth,Adult (18+),,derived_cov_age,15.0,65.0,210,0.004762,2026-09-01
vanteffelen_2020_foa,Adult (18+),,derived_cov_age,18.0,70.0,376,0.0,2026-09-01
vermeiren_2022_bfi,Adult (18+),,derived_cov_age,18.0,77.0,236,0.0,2026-09-01
vollbracht_et_al_2026_ambulatory_assessment,Adult (18+),,derived_cov_age,18.0,68.0,406,0.0,2026-09-01
vanteffelen_2020_trait_anger,Adult (18+),,derived_cov_age,18.0,70.0,376,0.0,2026-09-01
vanteffelen_2020_pid5_hostility,Adult (18+),,derived_cov_age,18.0,70.0,376,0.0,2026-09-01
vanteffelen_2020_aq_hostility,Adult (18+),,derived_cov_age,18.0,70.0,376,0.0,2026-09-01
wang_2016_study1_authalien,Adult (18+),,derived_cov_age,18.0,33.0,104,0.0,2026-09-01
vanteffelen_2020_rpq,Adult (18+),,derived_cov_age,18.0,70.0,347,0.0,2026-09-01
vermeiren_2022_art,Adult (18+),,derived_cov_age,18.0,77.0,236,0.0,2026-09-01
van_der_donk_2019_bdi,Adult (18+),,derived_cov_age,18.0,71.0,566,0.0,2026-09-01
validatedtouchvideo_smit_2025_threat,Adult (18+),,derived_cov_age,17.0,63.0,355,0.002817,2026-09-01
vermeiren_2022_nd,Adult (18+),,derived_cov_age,18.0,77.0,236,0.0,2026-09-01
wang_2016_study1_authexternal,Adult (18+),,derived_cov_age,18.0,33.0,104,0.0,2026-09-01
west_2021_retaliatory_aggression_bscs,Adult (18+),,derived_cov_age,18.0,24.0,165,0.0,2026-09-01
west_2021_retaliatory_aggression_acq,Adult (18+),,derived_cov_age,18.0,24.0,167,0.0,2026-09-01
weeldenburg_2022_targetmtpq,Child (<18y),Adolescent (12-18y),derived_cov_age,10.0,18.0,3150,0.002222,2026-09-01
weber2026_name_knowledge,Adult (18+),,derived_cov_age,19.0,50.0,270,0.0,2026-09-01
west_2021_retaliatory_aggression_ars,Adult (18+),,derived_cov_age,18.0,24.0,167,0.0,2026-09-01
wen_2022_pyd,Child (<18y),Adolescent (12-18y),derived_cov_age,10.199999809265137,15.699999809265137,947,0.0,2026-09-01
west_2021_retaliatory_aggression_bpaq,Adult (18+),,derived_cov_age,18.0,24.0,164,0.0,2026-09-01
wang2022_dass_anxiety,Child (<18y),Adolescent (12-18y),derived_cov_age,12.0,15.0,324,0.0,2026-09-01
wang2022_dass_stress,Child (<18y),Adolescent (12-18y),derived_cov_age,12.0,15.0,324,0.0,2026-09-01
wang2022_iat,Child (<18y),Adolescent (12-18y),derived_cov_age,12.0,15.0,324,0.0,2026-09-01
wang2022_dass_depression,Child (<18y),Adolescent (12-18y),derived_cov_age,12.0,15.0,324,0.0,2026-09-01
weeldenburg_2022_brpeq_motivation,Child (<18y),Adolescent (12-18y),derived_cov_age,10.0,18.0,3150,0.002222,2026-09-01
wang2022_igas,Child (<18y),Adolescent (12-18y),derived_cov_age,12.0,15.0,324,0.0,2026-09-01
wang2022_fomo,Child (<18y),Adolescent (12-18y),derived_cov_age,12.0,15.0,324,0.0,2026-09-01
wang_2025_impulse_control,Child (<18y),Adolescent (12-18y),derived_cov_age,12.0,17.0,516,0.0,2026-09-01
wang_2025_growth_mindset,Child (<18y),Adolescent (12-18y),derived_cov_age,12.0,17.0,516,0.0,2026-09-01
wang_2025_cognitive_fusion,Child (<18y),Adolescent (12-18y),derived_cov_age,12.0,17.0,515,0.0,2026-09-01
wang_2025_automatic_thoughts,Child (<18y),Adolescent (12-18y),derived_cov_age,12.0,17.0,516,0.0,2026-09-01
wang_2016_study3_social_desirability,Adult (18+),,derived_cov_age,15.0,65.0,210,0.004762,2026-09-01
wolf_2017_study2_vitality_post,Adult (18+),,derived_cov_age,18.0,60.0,256,0.0,2026-09-01
wolf_2017_study2_posaff_post,Adult (18+),,derived_cov_age,18.0,60.0,256,0.0,2026-09-01
wolf_2017_study2_posaff_pre,Adult (18+),,derived_cov_age,18.0,60.0,256,0.0,2026-09-01
wolf_2017_study2_anxiety_pre,Adult (18+),,derived_cov_age,18.0,60.0,256,0.0,2026-09-01
wolf_2017_study2_nature_connect,Adult (18+),,derived_cov_age,18.0,60.0,256,0.0,2026-09-01
wolf_2017_study2_anxiety_post,Adult (18+),,derived_cov_age,18.0,60.0,256,0.0,2026-09-01
wolf_2017_study1_anxiety,Adult (18+),,derived_cov_age,18.0,60.0,132,0.0,2026-09-01
wolf_2017_study1_posaff,Adult (18+),,derived_cov_age,18.0,60.0,132,0.0,2026-09-01
wilmer-mrmet-and-rmet-validation-data-set-2022,Mixed,Adolescent (12-18y),derived_cov_age,12.0,88.0,2515,0.246521,2026-09-01
williams-cps2019,Adult (18+),,derived_cov_age,18.0,46.0,361,0.0,2026-09-01
wolf_2017_study1_vitality,Adult (18+),,derived_cov_age,18.0,60.0,132,0.0,2026-09-01
williams-cps2018,Adult (18+),,derived_cov_age,18.0,46.0,186,0.0,2026-09-01
williams-brat2020-study2,Adult (18+),,derived_cov_age,19.0,46.0,229,0.0,2026-09-01
wiedemann_2021_text_readability,Adult (18+),,derived_cov_age,18.0,37.0,342,0.0,2026-09-01
westhoff2023_stopd,Adult (18+),,derived_cov_age,19.0,32.0,113,0.0,2026-09-01
wicherts_2023_5pft,Adult (18+),,derived_cov_age,18.0,25.0,8954,0.0,2026-09-01
westhoff2023_pbat,Adult (18+),,derived_cov_age,19.0,32.0,113,0.0,2026-09-01
wiedemann_2021_risk_perception,Adult (18+),,derived_cov_age,18.0,37.0,342,0.0,2026-09-01
west_2021_retaliatory_aggression_cast,Adult (18+),,derived_cov_age,18.0,24.0,141,0.0,2026-09-01
williams-brat2020_study1,Adult (18+),,derived_cov_age,18.0,46.0,206,0.0,2026-09-01
wolf_2017_study2_video_liking,Adult (18+),,derived_cov_age,18.0,60.0,256,0.0,2026-09-01
west_2021_retaliatory_aggression_study4_deq,Adult (18+),,derived_cov_age,18.0,24.0,167,0.0,2026-09-01
wilmer-mrmet-normative-data-set-2022,Mixed,Adolescent (12-18y),derived_cov_age,12.0,89.0,9295,0.199139,2026-09-01
wilmer-rmet-normative-data-set-2022,Mixed,Adolescent (12-18y),derived_cov_age,12.0,89.0,17626,0.151254,2026-09-01
wurm_2016_hbi,Adult (18+),,derived_cov_age,15.0,100.0,5897,0.000339,2026-09-01
wolters2026_css,Adult (18+),,derived_cov_age,19.0,72.0,83,0.0,2026-09-01
xu_2016_pqb,Mixed,Adolescent (12-18y),derived_cov_age,15.0,45.0,505,0.120792,2026-09-01
wolters2026_panas_pa,Adult (18+),,derived_cov_age,19.0,72.0,83,0.0,2026-09-01
wolf_2017_study2_vitality_pre,Adult (18+),,derived_cov_age,18.0,60.0,256,0.0,2026-09-01
wolters2026_wi,Adult (18+),,derived_cov_age,19.0,72.0,83,0.0,2026-09-01
xiong_2025_dass21,Adult (18+),,derived_cov_age,18.0,25.0,974,0.0,2026-09-01
wolters2026_symptom_concerns,Adult (18+),,derived_cov_age,19.0,72.0,83,0.0,2026-09-01
wooly_hartman2022,Adult (18+),,derived_cov_age,15.0,97.0,1561,0.000641,2026-09-01
xu_2023_hi,Adult (18+),,derived_cov_age,16.0,72.0,735,0.002721,2026-09-01
wurm_2016_mdi,Adult (18+),,derived_cov_age,15.0,100.0,5897,0.000339,2026-09-01
wolters2026_panas_na,Adult (18+),,derived_cov_age,19.0,72.0,83,0.0,2026-09-01
xu_2023_mi,Adult (18+),,derived_cov_age,16.0,72.0,735,0.002721,2026-09-01
xu_2023_oic,Adult (18+),,derived_cov_age,17.0,72.0,512,0.001953,2026-09-01
xu_2023_pca,Adult (18+),,derived_cov_age,16.0,72.0,735,0.002721,2026-09-01
xu_2025_hcq_p,Adult (18+),,derived_cov_age,19.0,105.0,359,0.0,2026-09-01
xue_2024_full_dataset,Adult (18+),,derived_cov_age,18.0,73.0,137,0.0,2026-09-01
xue_2024_study2_efa,Adult (18+),,derived_cov_age,18.0,76.0,333,0.0,2026-09-01
xue_2024_study3_cfa,Adult (18+),,derived_cov_age,18.0,76.0,943,0.0,2026-09-01
yang_2023_emotional_eating_cesd,Adult (18+),,derived_cov_age,18.0,26.0,494,0.0,2026-09-01
yang_2023_emotional_eating_ders,Adult (18+),,derived_cov_age,18.0,26.0,494,0.0,2026-09-01
yang_2023_emotional_eating_eesr,Adult (18+),,derived_cov_age,18.0,26.0,494,0.0,2026-09-01
yang_2023_emotional_eating_uppsp,Adult (18+),,derived_cov_age,18.0,26.0,494,0.0,2026-09-01
yang_2026_erq,Mixed,Adolescent (12-18y),derived_cov_age,17.0,23.0,1033,0.057115,2026-09-01
yang_2026_pars3,Mixed,Adolescent (12-18y),derived_cov_age,17.0,23.0,1033,0.057115,2026-09-01
yang_2026_rrs,Mixed,Adolescent (12-18y),derived_cov_age,17.0,23.0,1033,0.057115,2026-09-01
yang_2026_stress_response,Mixed,Adolescent (12-18y),derived_cov_age,17.0,23.0,1033,0.057115,2026-09-01
yao_2020_bai,Adult (18+),,derived_cov_age,18.0,66.0,1008,0.0,2026-09-01
yao_2020_bdi,Adult (18+),,derived_cov_age,18.0,66.0,821,0.0,2026-09-01
yao_2020_epq,Adult (18+),,derived_cov_age,18.0,66.0,1008,0.0,2026-09-01
yao_2020_gad,Adult (18+),,derived_cov_age,18.0,66.0,1008,0.0,2026-09-01
yao_2020_ius,Adult (18+),,derived_cov_age,18.0,66.0,1383,0.0,2026-09-01
yao_2020_pswq,Adult (18+),,derived_cov_age,18.0,66.0,1383,0.0,2026-09-01
yoshimura_2026_es_scale,Adult (18+),,derived_cov_age,20.0,39.0,522,0.0,2026-09-01
yoshimura_2026_isu_scale,Adult (18+),,derived_cov_age,20.0,39.0,522,0.0,2026-09-01
yoshimura_2026_psych_safety,Adult (18+),,derived_cov_age,20.0,39.0,522,0.0,2026-09-01
yu_2015_family_environment,Adult (18+),,derived_cov_age,16.0,26.0,4582,0.007202,2026-09-01
yu2025,Adult (18+),,derived_cov_age,18.0,49.0,167,0.0,2026-09-01
zaehl2023_hexaco,Adult (18+),,derived_cov_age,18.0,39.0,54,0.0,2026-09-01
zaehl2023_twq_balance,Adult (18+),,derived_cov_age,18.0,39.0,54,0.0,2026-09-01
zaehl2023_twq_cohesion,Adult (18+),,derived_cov_age,18.0,39.0,54,0.0,2026-09-01
zaehl2023_twq_commitment,Adult (18+),,derived_cov_age,18.0,39.0,54,0.0,2026-09-01
zaehl2023_twq_communication,Adult (18+),,derived_cov_age,18.0,39.0,54,0.0,2026-09-01
zaehl2023_twq_coordination,Adult (18+),,derived_cov_age,18.0,39.0,54,0.0,2026-09-01
zaehl2023_twq_support,Adult (18+),,derived_cov_age,18.0,39.0,54,0.0,2026-09-01
zvi_2022_harassment_perception,Adult (18+),,derived_cov_age,20.0,68.0,211,0.0,2026-09-01
zvi_2022_legal_judgment,Adult (18+),,derived_cov_age,20.0,68.0,211,0.0,2026-09-01
zhao_2025_digital_literacy,Adult (18+),,derived_cov_age,16.0,75.0,6202,0.012238,2026-09-01
zvi_2022_rei,Adult (18+),,derived_cov_age,20.0,68.0,211,0.0,2026-09-01
zhou_2025_ehealth_literacy,Adult (18+),,derived_cov_age,18.0,23.0,14892,0.0,2026-09-01
zhou_2025_peer_relationship,Adult (18+),,derived_cov_age,18.0,23.0,14892,0.0,2026-09-01
