_key,Evaluator,"Decision
Yes=start github issue
,,,plos,plosone,10.1371/journal.pone.0149554,Happier People Show Greater Neural Connectivity during Negative Self-Referential Processing,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0149554,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['No', 'Study', 'Paradigm', 'Activated area'] | SI caption: Previous neuroscience research on self-esteem and life satis",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0149554_S1_Table.xlsx,,,,,2,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0325820,"The struggle of preserving self-esteem and professional identity: A grounded theory study of specialists’ experiences serving in the public health system in Rajasthan, India",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0325820,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'S. No.', 'Basic level concepts (Open codes)', 'Higher level concepts (Axial codes) - Sub Themes/Themes'] | SI caption: Code list.   https://doi.org/10.1371/journal.pone.0325820.s0",All relevant data are within the manuscript and its  Supporting information  file.,,journal.pone.0325820_S1_Appendix.xlsx,,,,,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0255648,"The reciprocal relationships between social media self-control failure, mindfulness and wellbeing: A longitudinal study",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0255648,cc-by,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['==============='] | SI caption: Confirmatory analysis of the scales in the reciprocal model.,The anonymized raw datasets and syntaxes for data analysis are available online at  https://osf.io/hzy8r/ .,https://osf.io/hzy8r/,journal.pone.0255648_S1_File.csv,,,,,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0299847,"Morality, self-control, age, type of offence and sentence length as predictors of psychopathy amongst female incarcerated offenders in South Africa",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0299847,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: Minimal dataset.   https://doi.org/10.1371/journal.pone.0299",The data can be found at:  https://doi.org/10.6084/m9.figshare.24631407,https://doi.org/10.6084/m9.figshare.24631407,journal.pone.0299847_S1_Data.sav,1529,33,11,4.2121,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0264889,An international validation of the Bolton Unistride Scale (BUSS) of tenacity,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0264889,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: https://doi.org/10.1371/journal.pone.0264889.s001",All relevant data are within the paper and its  Supporting information  files (An International Validation of BUSS Dataset.sav).,,journal.pone.0264889_S1_File.sav,8061,30,8,33.5875,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0312506,Somatization symptomology and its association with stress in patients with irritable bowel syndrome,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0312506,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: Dataset used in this study for inferential statistics.    Th",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0312506_S1_Dataset.sav,134,3,2,22.3333,2,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0318259,Development and validation of the nutrition literacy scale for Chinese gout patients,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0318259,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale* | SI caption: Dataset.   https://doi.org/10.1371/journal.pone.0318259.s001",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0318259_S1_File.xlsx,16306,45,31,11.6889,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0252319,Early release from prison in time of COVID-19: Determinants of unfavourable decisions towards Black prisoners,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0252319,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0252319.s003",All relevant data are within the manuscript and its  Supporting information  files.,,journal.pone.0252319_S1_Data.sav,4284,4,21,51,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0211379,Social dominance orientation as an obstacle to intergroup apology,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0211379,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: Raw data.   https://doi.org/10.1371/journal.pone.0211379.s00",All relevant data are within the manuscript and its Supporting Information files.,,journal.pone.0211379_S1_Dataset.xlsx,23751,7,29,117,6,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0258986,Memory for medicinal plants remains in ancient and modern environments suggesting an evolved adaptedness,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0258986,cc-by,human_assistance,QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction* | SI caption: Dataset.   https://doi.org/10.1371/journal.pone.0258986.s003,All relevant data are within the manuscript and its Supporting Information files.,,journal.pone.0258986_S3_Appendix.xlsx,13440,241,2,27.8838,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0180676,"The effects of name and religious priming on ratings of a well-known political figure, President Barack Obama",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0180676,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: Obama name and religious prime data.   https://doi.org/10.13",All relevant data are within the paper and its Supporting Information file.,,journal.pone.0180676_S1_File.xlsx,4366,4,13,83.9615,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0223506,The effect of food anticipation on cognitive function: An eye tracking study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0223506,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'Regular Snacks', 'Lite Snacks'] | SI caption: List of products used in food choice task.   https://doi.org",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0223506_S1_Table.xlsx,,,,,4,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0199037,Validation of a new study skills scale to provide an explanation for depressive symptoms among medical students,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0199037,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used first column 'Unnamed: 0' as fallback — verify this is the person identifier. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6', 'Unnamed: 7']",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0199037_S1_Data.xls,,,,,1,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0299018,Machine learning approach to student performance prediction of online learning,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0299018,cc-by,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['1\t2\t3\t4\t5\t6\t7\t8\t9\t10\t11\t12\t13\t14\t15'] | SI caption: https://doi.org/10.1371/journal.pone.0299018.s001,All relevant data are in the manuscript and  Supporting information  files.,,journal.pone.0299018_S1_Dataset.csv,,,,,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0342680,Communal narcissism and internet altruistic behavior of Chinese college student: A moderated mediating effect,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0342680,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Data.   https://doi.org/10.1371/journal.pone.0342680.s001",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0342680_S1_File.xlsx,55942,8,83,84.25,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0319269,"Self-efficacy, self-esteem, and happiness in older adults: A cross-sectional study",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0319269,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale* | SI caption: Study Dataset.   https://doi.org/10.1371/journal.pone.031926",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0319269_S1_File.xlsx,23600,31,59,12.9032,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0201006,Factors explaining variation in self-esteem among persons with type 1 diabetes and elevated HbA1c,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0201006,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Dataset used in analyses, including explanation of variables",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0201006_S1_Data.xls,2486,2,14,88.7857,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
