table,check,severity,message,n_rows,n_items,n_participants
gilbert_meta_41,column_order,warn,"columns start ['cluster_id', 'block_id', 'id']; datastandard.md step 7 writes [id, item, resp] + covariates.",1844584,1355,3230
gilbert_meta_42,dup_id_item,warn,14520 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),29040,20,726
gilbert_meta_42,multi_scale*,warn,"Item names suggest 4 subscales (['phq', 'life', 'locus', 'stress']) — IRW requires separate tables per construct.",29040,20,726
gilbert_meta_42,composite_items*,warn,"1/20 item labels name computed scores (['stress_a_index']) — drop them, or confirm they are real items",29040,20,726
gilbert_meta_42,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",29040,20,726
gilbert_meta_43,dup_id_item,warn,10284 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),22404,28,726
gilbert_meta_43,imputed_values*,warn,Item 'digit_spanbackward_1a' has one resp value accounting for 95% of responses — possible mean imputation.,22404,28,726
gilbert_meta_43,multi_scale*,warn,"Item names suggest 2 subscales (['digit', 'math']) — IRW requires separate tables per construct.",22404,28,726
gilbert_meta_43,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",22404,28,726
gilbert_meta_44,dup_id_item,warn,9383 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),14729,22,243
gilbert_meta_44,imputed_values*,warn,Item 'GDS_1' has one resp value accounting for 93% of responses — possible mean imputation.,14729,22,243
gilbert_meta_44,multi_scale*,warn,"Item names suggest 2 subscales (['gds', 'swemwbs']) — IRW requires separate tables per construct.",14729,22,243
gilbert_meta_44,resp_scale_mixed,warn,items span more than one response scale: 15 on 0-1 and 7 on ['1-5']. IRW requires one table per construct; split before submitting.,14729,22,243
gilbert_meta_44,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",14729,22,243
gilbert_meta_45,dup_id_item,warn,16556 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),25636,37,249
gilbert_meta_45,imputed_values*,warn,Item 'being_so_restless_that_it_is_hard_to_sit_still' has one resp value accounting for 71% of responses — possible mean imputation.,25636,37,249
gilbert_meta_45,multi_scale*,warn,"Item names suggest 3 subscales (['i', 'feeling', 'trouble']) — IRW requires separate tables per construct.",25636,37,249
gilbert_meta_45,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",25636,37,249
gilbert_meta_46,dup_id_item,warn,4184 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),10498,42,156
gilbert_meta_46,imputed_values*,warn,Item 'LetterSoundKnowledge1_a' has one resp value accounting for 73% of responses — possible mean imputation.,10498,42,156
gilbert_meta_46,multi_scale*,warn,"Item names suggest 2 subscales (['lettersoundknowledge', 'sounddiscrimination']) — IRW requires separate tables per construct.",10498,42,156
gilbert_meta_46,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",10498,42,156
gilbert_meta_47,dup_id_item,warn,4828 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),11676,44,162
gilbert_meta_47,imputed_values*,warn,Item 'GrootsteGetal1_2' has one resp value accounting for 91% of responses — possible mean imputation.,11676,44,162
gilbert_meta_47,multi_scale*,warn,"Item names suggest 3 subscales (['grootstegetal', 'numberknowledge', 'stippenzijfer']) — IRW requires separate tables per construct.",11676,44,162
gilbert_meta_47,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",11676,44,162
gilbert_meta_48,dup_id_item,warn,72375 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),131864,30,1984
gilbert_meta_48,imputed_values*,warn,Item 'COM_01_ASQ' has one resp value accounting for 82% of responses — possible mean imputation.,131864,30,1984
gilbert_meta_48,multi_scale*,warn,"Item names suggest 5 subscales (['com', 'motf', 'motg', 'resp']) — IRW requires separate tables per construct.",131864,30,1984
gilbert_meta_48,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",131864,30,1984
gilbert_meta_49,dup_id_item,warn,5511 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),9511,20,200
gilbert_meta_49,imputed_values*,warn,Item 'constant_fat' has one resp value accounting for 82% of responses — possible mean imputation.,9511,20,200
gilbert_meta_49,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",9511,20,200
gilbert_meta_5,dup_id_item,warn,17141 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),37584,7,2928
gilbert_meta_5,imputed_values*,warn,Item 'fdadch' has one resp value accounting for 82% of responses — possible mean imputation.,37584,7,2928
gilbert_meta_5,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",37584,7,2928
gilbert_meta_50,dup_id_item,warn,1558 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),6497,11,449
gilbert_meta_50,imputed_values*,warn,Item 'belief_able_play' has one resp value accounting for 67% of responses — possible mean imputation.,6497,11,449
gilbert_meta_50,column_order,warn,"columns start ['cluster_id', 'id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",6497,11,449
gilbert_meta_51,dup_id_item,warn,3090 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),6675,8,449
gilbert_meta_51,imputed_values*,warn,Item 'ch_dairy' has one resp value accounting for 64% of responses — possible mean imputation.,6675,8,449
gilbert_meta_51,column_order,warn,"columns start ['cluster_id', 'id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",6675,8,449
gilbert_meta_52,dup_id_item,warn,1131603 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),2263206,11,102873
gilbert_meta_52,imputed_values*,warn,Item 'sm_a_1' has one resp value accounting for 87% of responses — possible mean imputation.,2263206,11,102873
gilbert_meta_52,column_order,warn,"columns start ['id', 'block_id', 'cluster_id']; datastandard.md step 7 writes [id, item, resp] + covariates.",2263206,11,102873
gilbert_meta_53,dup_id_item,warn,26320 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),52640,14,1880
gilbert_meta_53,imputed_values*,warn,Item 'q515a' has one resp value accounting for 65% of responses — possible mean imputation.,52640,14,1880
gilbert_meta_53,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",52640,14,1880
gilbert_meta_54,dup_id_item,warn,11280 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),22560,6,1880
gilbert_meta_54,imputed_values*,warn,Item 'q602a' has one resp value accounting for 72% of responses — possible mean imputation.,22560,6,1880
gilbert_meta_54,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",22560,6,1880
gilbert_meta_55,resp_na,warn,resp has 885 NAs,25560,15,1704
gilbert_meta_55,imputed_values*,warn,Item 'e1_item1' has one resp value accounting for 92% of responses — possible mean imputation.,25560,15,1704
gilbert_meta_55,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",25560,15,1704
gilbert_meta_56,dup_id_item,warn,6921 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),17364,4,2712
gilbert_meta_56,imputed_values*,warn,Item 'cvc_pass' has one resp value accounting for 98% of responses — possible mean imputation.,17364,4,2712
gilbert_meta_56,column_order,warn,"columns start ['id', 'cluster_id', 'block_id']; datastandard.md step 7 writes [id, item, resp] + covariates.",17364,4,2712
gilbert_meta_57,dup_id_item,warn,32454 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),42840,9,1154
gilbert_meta_57,imputed_values*,warn,Item 'phq2' has one resp value accounting for 69% of responses — possible mean imputation.,42840,9,1154
gilbert_meta_57,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",42840,9,1154
gilbert_meta_58,dup_id_item,warn,54560 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),69429,13,1154
gilbert_meta_58,imputed_values*,warn,Item 'scid10now' has one resp value accounting for 68% of responses — possible mean imputation.,69429,13,1154
gilbert_meta_58,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",69429,13,1154
gilbert_meta_59,dup_id_item,warn,45460 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),57000,10,1154
gilbert_meta_59,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",57000,10,1154
gilbert_meta_6,dup_id_item,warn,264055 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),589430,10,32950
gilbert_meta_6,imputed_values*,warn,Item 'dumm_rp_50' has one resp value accounting for 65% of responses — possible mean imputation.,589430,10,32950
gilbert_meta_6,column_order,warn,"columns start ['id', 'cluster_id', 'block_id']; datastandard.md step 7 writes [id, item, resp] + covariates.",589430,10,32950
gilbert_meta_60,dup_id_item,warn,30186 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),53190,9,2558
gilbert_meta_60,imputed_values*,warn,Item 'RR1' has one resp value accounting for 66% of responses — possible mean imputation.,53190,9,2558
gilbert_meta_60,column_order,warn,"columns start ['id', 'block_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",53190,9,2558
gilbert_meta_61,dup_id_item,warn,20173 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),35502,6,2559
gilbert_meta_61,imputed_values*,warn,Item 'viojustunfairstate' has one resp value accounting for 81% of responses — possible mean imputation.,35502,6,2559
gilbert_meta_61,resp_scale_mixed,warn,items span more than one response scale: 3 on 0-1 and 3 on ['0-3']. IRW requires one table per construct; split before submitting.,35502,6,2559
gilbert_meta_61,column_order,warn,"columns start ['id', 'block_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",35502,6,2559
gilbert_meta_62,dup_id_item,warn,5658 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),8622,4,741
gilbert_meta_62,imputed_values*,warn,Item 'feeing_depressed' has one resp value accounting for 64% of responses — possible mean imputation.,8622,4,741
gilbert_meta_62,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",8622,4,741
gilbert_meta_63,dup_id_item,warn,35948 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),71900,4,8988
gilbert_meta_63,imputed_values*,warn,Item 'any_debt' has one resp value accounting for 88% of responses — possible mean imputation.,71900,4,8988
gilbert_meta_63,column_order,warn,"columns start ['id', 'cluster_id', 'block_id']; datastandard.md step 7 writes [id, item, resp] + covariates.",71900,4,8988
gilbert_meta_64,imputed_values*,warn,Item 'end_emotion_7' has one resp value accounting for 71% of responses — possible mean imputation.,35861,9,4056
gilbert_meta_64,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",35861,9,4056
gilbert_meta_65,dup_id_item,warn,3895 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),7829,14,281
gilbert_meta_65,imputed_values*,warn,Item 'bomhl_1' has one resp value accounting for 71% of responses — possible mean imputation.,7829,14,281
gilbert_meta_65,multi_scale*,warn,"Item names suggest 2 subscales (['bomhl', 'romhl']) — IRW requires separate tables per construct.",7829,14,281
gilbert_meta_65,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",7829,14,281
gilbert_meta_66,dup_id_item,warn,2708 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),5518,10,281
gilbert_meta_66,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",5518,10,281
gilbert_meta_67,dup_id_item,warn,1091 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),2215,4,281
gilbert_meta_67,resp_scale_mixed,warn,items span more than one response scale: 3 on 2-5 and 1 on ['1-5']. IRW requires one table per construct; split before submitting.,2215,4,281
