source,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files
plos,10.1371/journal.pone.0200254,"Health-related quality of life, neuropsychiatric symptoms and structural brain changes in clinically isolated syndrome",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0200254,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper and its Supporting Information files.,,,,,,,
plos,10.1371/journal.pone.0199921,"Illict drug use and academia in North Kosovo: Prevalence, patterns, predictors and health-related quality of life",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0199921,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper.,,,,,,,
plos,10.1371/journal.pone.0208245,One-year follow-up of a randomized trial with a dilemma-focused intervention for depression: Exploring an alternative to problem-oriented strategies,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0208245,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://osf.io/gyfpx/,All relevant data for the article is available from  https://osf.io/gyfpx/ .,https://osf.io/gyfpx/,,,,,,
plos,10.1371/journal.pone.0207746,"Effect of behavioral inhibition system and childhood emotional neglect on serotonergic activity, negative affect, and rejection sensitivity in non-clinical adults",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0207746,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: All data underlying the findings.    LDAEP, loudness depende",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0207746_S1_Table.xlsx,2448,153,16,1.0,0
plos,10.1371/journal.pone.0215399,"A relationship between weak attentional control and cognitive distortions, explained by negative affect",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0215399,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.17605/OSF.IO/AZMH4,All data files are available from the Open Science Framework database (doi:  10.17605/OSF.IO/AZMH4 ).,https://doi.org/10.17605/OSF.IO/AZMH4,,,,,,
plos,10.1371/journal.pone.0278165,Fatigue following type 2 diabetes: Psychometric testing of the Indonesian version of the multidimensional fatigue Inventory-20 and unmet fatigue-related needs,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0278165,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: id_na, resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0278165.s004",All relevant data are within the paper and its  Supporting information  files.,,journal.pone.0278165_S1_Data.csv,15800,142,79,1.4085,0
plos,10.1371/journal.pone.0288910,T-RAC: Study protocol of a randomised clinical trial for assessing the acceptability and preliminary efficacy of adding an exergame-augmented dynamic imagery intervention to the behavioural activation treatment of depression,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0288910,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,No datasets were generated or analysed during the current study. All relevant data from this study will be made available upon study completion.,,,,,,,
plos,10.1371/journal.pone.0292246,Are anxiety and depression associated with cognition and cardiovascular function in young male and female adults?,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0292246,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper.,,,,,,,
plos,10.1371/journal.pone.0303925,Association between muscle strength and depression in a cohort of young adults,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0303925,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant aggregated data are within the manuscript. Anonymized data from each study participant can be available upon request. Release of data is a subject of approval of the CELSPAC Ethical and Scientific Board. The contact is here:  info@celspac.cz .,,,,,,,
plos,10.1371/journal.pone.0329006,"Psychoeducation Group for Depression (PEG-D): Study protocol for a prospective, randomized, single-blind, crossover trial",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0329006,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"No datasets were generated or analysed during the current study, as it is a study protocol. All relevant data from this study will be made available upon study completion.",,,,,,,
plos,10.1371/journal.pone.0030597,Predictors of Occurrence and Severity of First Time Low Back Pain Episodes: Findings from a Military Inception Cohort,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0030597,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0114140,Acute and Chronic Mood and Apathy Outcomes from a Randomized Study of Unilateral STN and GPi DBS,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0114140,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"The authors confirm that, for approved reasons, some access restrictions apply to the data underlying the findings. Ethical restrictions prevent public sharing of data. Data requests can be made to Dr. Michael Okun ( okun@neurology.ufl.edu ).",,,,,,,
plos,10.1371/journal.pone.0179739,"Microbiota in anorexia nervosa: The triangle between bacterial species, metabolites and psychological tests",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0179739,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: Cohort description (demographic, anthropometric, biochemical",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0179739_S1_Table.xlsx,1650,30,55,1.0,0
plos,10.1371/journal.pone.0305936,Impacts of sleep disturbance and work-related life stress on depression among Japanese and Chinese workers,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0305936,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://osf.io/kp4bq,All relevant data for this study are publicly available from the OSF repository ( https://osf.io/kp4bq ).,https://osf.io/kp4bq,,,,,,
plos,10.1371/journal.pone.0027831,Poor Trail Making Test Performance Is Directly Associated with Altered Dual Task Prioritization in the Elderly – Baseline Results from the TREND Study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0027831,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0130304,Does Dysphoria Lead to Divergent Mental Fatigue Effects on a Cognitive Task?,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0130304,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: http://dx.doi.org/10.6084/m9.figshare.1425420,Data are available through  http://dx.doi.org/10.6084/m9.figshare.1425420 .,http://dx.doi.org/10.6084/m9.figshare.1425420,,,,,,
plos,10.1371/journal.pone.0128353,Neuropsychological Correlates of Brain Perfusion SPECT in Patients with Macrophagic Myofasciitis,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0128353,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper and its Supporting Information files.,,,,,,,
plos,10.1371/journal.pone.0162304,Validation of the Arabic Version of Calgary Depression Scale for Schizophrenia,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0162304,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"In order to protect the privacy and confidentiality of the research participants our de-identified data are available only upon request and after compliance with the policies and procedures of WCM-Qatar, HMC and QNRF for data sharing. Requests can be submitted to Hassen Al-Amin at  haa2019@qatar-med",,,,,,,
plos,10.1371/journal.pone.0247554,Menstrual hygiene management practices and associated health outcomes among school-going adolescents in rural Gambia,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0247554,cc-by,good,"Passed (no errors); 3 note(s) to glance at before submitting. | QC warnings to review: resp_direction*, imputed_values*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0247554.s002",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0247554_S1_Dataset.xlsx,32242,358,91,0.9897,0
plos,10.1371/journal.pone.0053859,Comparing Cognitive and Somatic Symptoms of Depression in Myocardial Infarction Patients and Depressed Patients in Primary and Mental Health Care,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0053859,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0078889,Polymorphism in Serotonin Receptor 3B Is Associated with Pain Catastrophizing,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0078889,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0196718,Comparison of pain burden and psychological factors in Brazilian women living with HIV and chronic neuropathic or nociceptive pain: An exploratory study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0196718,cc-by,human_assistance,"Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0196718.s001",All relevant data are included within the paper and its Supporting Information files.,,journal.pone.0196718_S1_Database.sav,830,49,17,0.9964,0
