table,table.lower,Description,URL (for data),Reference,DOI (for paper),DOI (for data),Original License,Custom License (source),Public Reshare?,Derived License,Custom License (derived),Notes,Contributor,Date
fitz_2024_numeracy,fitz_2024_numeracy,"Objective numeracy battery, 11 binary-scored items, US survey respondents; resp_raw carries the original free-text answer. 30,722 responses from 2,806 respondents on 11 items.",https://europepmc.org/article/PMC/PMC11076582,"Fitz EB, Stecuła DA, Hitt MP, Saunders KL (2024). Objective numeracy exacerbates framing effects from decision-making under political risk. Scientific reports, 14, 10473. https://doi.org/10.1038/s41598-024-61099-y",10.1038/s41598-024-61099-y,10.7910/DVN/MMOGJI,CC BY 4.0,,Public,CC BY 4.0,,"Nine of the eleven items are free text in the deposit ('50%', 'half the time', 'about 500'). Scoring is not a judgment made here: the authors' replication .do file enumerates every string they counted as correct, and the processing script parses that file at run time and applies it. numeracy4 and numeracy5 are multiple choice and the .do recodes them by option number (3 and 2 correct). One deliberate difference from the authors' Stata: their recode scores a BLANK as incorrect; a blank is a non-response, so blanks are dropped here instead (14-33 per item out of 2,813). Data DOI 10.7910/DVN/MMOGJI.",automated,9/16/2026
martinez_2024_joint_simon,martinez_2024_joint_simon,"Joint Simon task, capuchin monkeys, trial-level accuracy. Items are the stimulus probe (experimental condition crossed with trial type, 16 in all); compatibility travels as an item covariate because trial type determines it exactly. resp is the experiment program's own correctness scoring. 2,753 responses from 10 subjects on 16 items.",https://europepmc.org/article/PMC/PMC10928181,"Martínez M, Babb MH, Range F, Brosnan SF (2024). The Joint Simon task is not joint for capuchin monkeys. Scientific Reports, 14, 5937. https://doi.org/10.1038/s41598-024-55885-x",10.1038/s41598-024-55885-x,,CC BY 4.0,,Public,CC BY 4.0,,"Below the 100-id floor in datastandard.md; accepted on ben-domingue's ruling of 2026-09-16 (irw#2220), that the floor is a survey-shaped proxy and a trials-based design inverts the shape. Non-human respondents: tag accordingly (irw#2206). Trials where the monkey did not respond carry a third code (2) in the source's scoring column and are dropped rather than scored 0 -- 49 here. The deposit's correct_rv string column labels those inconsistently (9 of 49 as 'correct') and is not used. Monkey names are lowercased because the two sheets disagree on case.",automated,9/16/2026
martinez_2024_gonogo,martinez_2024_gonogo,"Go/no-go control task from the same capuchin study, trial-level accuracy, 8 stimulus probes (reward/no-reward crossed with trial type). 712 responses from 10 subjects on 8 items.",https://europepmc.org/article/PMC/PMC10928181,"Martínez M, Babb MH, Range F, Brosnan SF (2024). The Joint Simon task is not joint for capuchin monkeys. Scientific Reports, 14, 5937. https://doi.org/10.1038/s41598-024-55885-x",10.1038/s41598-024-55885-x,,CC BY 4.0,,Public,CC BY 4.0,,"Below the 100-id floor in datastandard.md; accepted on ben-domingue's ruling of 2026-09-16 (irw#2220), that the floor is a survey-shaped proxy and a trials-based design inverts the shape. Non-human respondents: tag accordingly (irw#2206). 88 no-response trials dropped; see martinez_2024_joint_simon for the scoring note.",automated,9/16/2026
santaca_2025_inhibitory_control,santaca_2025_inhibitory_control,"Detour task measuring inhibitory control in 8 bearded dragons and 24 tortoises. Items are the 20 trials in order (4 days x 5 trials), complete for every animal; read them as a learning sequence rather than as distinct probes. resp is 1 when the animal detoured successfully. 640 responses from 32 subjects on 20 items.",https://europepmc.org/article/PMC/PMC12222717,"Santacà M, Wilkinson A, Stancher G, Sovrano VA, Bisazza A (2025). Lizards and tortoises show evidence of low inhibitory control. Scientific Reports, 15, 23446. https://doi.org/10.1038/s41598-025-08373-9",10.1038/s41598-025-08373-9,,CC BY 4.0,,Public,CC BY 4.0,,"Below the 100-id floor in datastandard.md; accepted on ben-domingue's ruling of 2026-09-16 (irw#2220), that the floor is a survey-shaped proxy and a trials-based design inverts the shape. Non-human respondents: tag accordingly (irw#2206). id is the species prefixed onto the source Subject, because the dragons are named and the tortoises numbered. The deposit's Time_log is not emitted as rt: the standard requires seconds and the log's base is unstated (log10 gives 3-256s, natural log 1.6-11.1s, both plausible).",automated,9/16/2026
acevedo_triana_2017_tmaze,acevedo_triana_2017_tmaze,"Spontaneous-alternation T-maze, 21 adult rats, five sessions of 20 trials. resp is WHICH ARM the rat entered (1 = right, 0 = left), NOT whether it was correct: no arm is correct in this task and the construct the authors measure, alternation, is a property of consecutive trials. Do not model resp as accuracy. 1,077 responses from 21 subjects on 100 items.",https://europepmc.org/article/PMC/PMC5426350,"Acevedo-Triana CA, Rojas MJ, Cardenas FP (2017). Running wheel training does not change neurogenesis levels or alter working memory tasks in adult rats. PeerJ, 5, e2976. https://doi.org/10.7717/peerj.2976",10.7717/peerj.2976,,CC BY 4.0,,Public,CC BY 4.0,,"Below the 100-id floor in datastandard.md; accepted on ben-domingue's ruling of 2026-09-16 (irw#2220), that the floor is a survey-shaped proxy and a trials-based design inverts the shape. Non-human respondents: tag accordingly (irw#2206). The sheet's summary rows (Animals == 'TOTAL') are dropped, as are the Hab* habituation phases, which have no trials. Only 1,077 of 2,100 trials have an arm entry recorded; the other 1,022 have Right and Left both 0 (no entry within the time limit) and are dropped as non-responses, plus one row with both set to 1, which cannot be a single choice. The deposit's Alternation column is a per-session total on the summary rows, not a trial-level response, and is not used.",automated,9/16/2026
jiang_2026_openeval_ifeval,jiang_2026_openeval_ifeval,"AI models as respondents: 124 large language models (id = model name, verbatim, aliases not merged) scored on the 541 prompts of IFEval, an instruction-following benchmark whose prompts each carry 1-3 programmatically verifiable instructions (e.g. no commas, at least 300 words). resp is the number of the prompt's instructions the model's response satisfied under IFEval's strict check (0 to itemcov_n_instructions); resp == itemcov_n_instructions is prompt-level strict accuracy. From the OpenEval archive (Hugging Face Open-Eval-Commons/OpenEval, revision 23a1ded9), one run, scores only. Respondents are not independent: many models share base weights, decoding temperature varies across models (cov_temperature), and items may appear in training data.",https://huggingface.co/datasets/Open-Eval-Commons/OpenEval/tree/23a1ded985b3c2cdaaddb27581a35bfabe0ad7e7,"Jiang, H., Zhang, S., Zhu, D., Bai, Y., Truong, S. T., Yi, X., Koyejo, S., Xie, X., & Xiao, Z. (2026). AI Evaluation Should Require Standardized Item-Level Data Releases. arXiv:2604.03244 (v2). Benchmark: Zhou, J., et al. (2023). Instruction-Following Evaluation for Large Language Models. arXiv:2311.07911.",10.48550/arXiv.2604.03244,,CC BY-NC 4.0,,Public,CC BY-NC 4.0,,"CC BY-NC 4.0 is authoritative per the OpenEval authors (email to Ben Domingue, 2026-09-16), who granted inclusion of the model x item score tables with credit to the repository and paper; the HF card says the same, the GitHub repo carries no licence. NC inclusion approved by Ben 2026-09-19 (irw#2166). Scores only: no item text or model output, since the grant does not cover benchmark content. Permission on file at licenseinfo/emails/openeval_jiang_2026.md.",automated,9/19/2026
eammi_grahe_2018_american_dream,eammi_grahe_2018_american_dream,,,,,,CC0 1.0,,Public,CC0 1.0,,The OSF deposit (osf.io/qtqpb) publishes an explicit licence -- the OSF API reports `CC0 1.0 Universal` -- so the interim `Permission via Email` written by apply_osf_permission() in metadata/dict_union.R no longer applies; that project is removed from OSF_PERMISSION_PROJECTS in the same change. Verified against api.osf.io/v2/nodes/qtqpb/?embed=license on 2026-09-20. irw#2302.,automated,9/20/2026
eammi_grahe_2018_belong,eammi_grahe_2018_belong,,,,,,CC0 1.0,,Public,CC0 1.0,,The OSF deposit (osf.io/qtqpb) publishes an explicit licence -- the OSF API reports `CC0 1.0 Universal` -- so the interim `Permission via Email` written by apply_osf_permission() in metadata/dict_union.R no longer applies; that project is removed from OSF_PERMISSION_PROJECTS in the same change. Verified against api.osf.io/v2/nodes/qtqpb/?embed=license on 2026-09-20. irw#2302.,automated,9/20/2026
eammi_grahe_2018_disability_identity,eammi_grahe_2018_disability_identity,,,,,,CC0 1.0,,Public,CC0 1.0,,The OSF deposit (osf.io/qtqpb) publishes an explicit licence -- the OSF API reports `CC0 1.0 Universal` -- so the interim `Permission via Email` written by apply_osf_permission() in metadata/dict_union.R no longer applies; that project is removed from OSF_PERMISSION_PROJECTS in the same change. Verified against api.osf.io/v2/nodes/qtqpb/?embed=license on 2026-09-20. irw#2302.,automated,9/20/2026
eammi_grahe_2018_efficacy,eammi_grahe_2018_efficacy,,,,,,CC0 1.0,,Public,CC0 1.0,,The OSF deposit (osf.io/qtqpb) publishes an explicit licence -- the OSF API reports `CC0 1.0 Universal` -- so the interim `Permission via Email` written by apply_osf_permission() in metadata/dict_union.R no longer applies; that project is removed from OSF_PERMISSION_PROJECTS in the same change. Verified against api.osf.io/v2/nodes/qtqpb/?embed=license on 2026-09-20. irw#2302.,automated,9/20/2026
eammi_grahe_2018_exploit,eammi_grahe_2018_exploit,,,,,,CC0 1.0,,Public,CC0 1.0,,The OSF deposit (osf.io/qtqpb) publishes an explicit licence -- the OSF API reports `CC0 1.0 Universal` -- so the interim `Permission via Email` written by apply_osf_permission() in metadata/dict_union.R no longer applies; that project is removed from OSF_PERMISSION_PROJECTS in the same change. Verified against api.osf.io/v2/nodes/qtqpb/?embed=license on 2026-09-20. irw#2302.,automated,9/20/2026
eammi_grahe_2018_idea,eammi_grahe_2018_idea,,,,,,CC0 1.0,,Public,CC0 1.0,,The OSF deposit (osf.io/qtqpb) publishes an explicit licence -- the OSF API reports `CC0 1.0 Universal` -- so the interim `Permission via Email` written by apply_osf_permission() in metadata/dict_union.R no longer applies; that project is removed from OSF_PERMISSION_PROJECTS in the same change. Verified against api.osf.io/v2/nodes/qtqpb/?embed=license on 2026-09-20. irw#2302.,automated,9/20/2026
eammi_grahe_2018_marriage_attitudes,eammi_grahe_2018_marriage_attitudes,,,,,,CC0 1.0,,Public,CC0 1.0,,The OSF deposit (osf.io/qtqpb) publishes an explicit licence -- the OSF API reports `CC0 1.0 Universal` -- so the interim `Permission via Email` written by apply_osf_permission() in metadata/dict_union.R no longer applies; that project is removed from OSF_PERMISSION_PROJECTS in the same change. Verified against api.osf.io/v2/nodes/qtqpb/?embed=license on 2026-09-20. irw#2302.,automated,9/20/2026
eammi_grahe_2018_marriage_identity_allocation,eammi_grahe_2018_marriage_identity_allocation,,,,,,CC0 1.0,,Public,CC0 1.0,,The OSF deposit (osf.io/qtqpb) publishes an explicit licence -- the OSF API reports `CC0 1.0 Universal` -- so the interim `Permission via Email` written by apply_osf_permission() in metadata/dict_union.R no longer applies; that project is removed from OSF_PERMISSION_PROJECTS in the same change. Verified against api.osf.io/v2/nodes/qtqpb/?embed=license on 2026-09-20. irw#2302.,automated,9/20/2026
eammi_grahe_2018_marriage_timing,eammi_grahe_2018_marriage_timing,,,,,,CC0 1.0,,Public,CC0 1.0,,The OSF deposit (osf.io/qtqpb) publishes an explicit licence -- the OSF API reports `CC0 1.0 Universal` -- so the interim `Permission via Email` written by apply_osf_permission() in metadata/dict_union.R no longer applies; that project is removed from OSF_PERMISSION_PROJECTS in the same change. Verified against api.osf.io/v2/nodes/qtqpb/?embed=license on 2026-09-20. irw#2302.,automated,9/20/2026
eammi_grahe_2018_mindful,eammi_grahe_2018_mindful,,,,,,CC0 1.0,,Public,CC0 1.0,,The OSF deposit (osf.io/qtqpb) publishes an explicit licence -- the OSF API reports `CC0 1.0 Universal` -- so the interim `Permission via Email` written by apply_osf_permission() in metadata/dict_union.R no longer applies; that project is removed from OSF_PERMISSION_PROJECTS in the same change. Verified against api.osf.io/v2/nodes/qtqpb/?embed=license on 2026-09-20. irw#2302.,automated,9/20/2026
eammi_grahe_2018_moa1,eammi_grahe_2018_moa1,,,,,,CC0 1.0,,Public,CC0 1.0,,The OSF deposit (osf.io/qtqpb) publishes an explicit licence -- the OSF API reports `CC0 1.0 Universal` -- so the interim `Permission via Email` written by apply_osf_permission() in metadata/dict_union.R no longer applies; that project is removed from OSF_PERMISSION_PROJECTS in the same change. Verified against api.osf.io/v2/nodes/qtqpb/?embed=license on 2026-09-20. irw#2302.,automated,9/20/2026
eammi_grahe_2018_moa2,eammi_grahe_2018_moa2,,,,,,CC0 1.0,,Public,CC0 1.0,,The OSF deposit (osf.io/qtqpb) publishes an explicit licence -- the OSF API reports `CC0 1.0 Universal` -- so the interim `Permission via Email` written by apply_osf_permission() in metadata/dict_union.R no longer applies; that project is removed from OSF_PERMISSION_PROJECTS in the same change. Verified against api.osf.io/v2/nodes/qtqpb/?embed=license on 2026-09-20. irw#2302.,automated,9/20/2026
eammi_grahe_2018_npi,eammi_grahe_2018_npi,,,,,,CC0 1.0,,Public,CC0 1.0,,The OSF deposit (osf.io/qtqpb) publishes an explicit licence -- the OSF API reports `CC0 1.0 Universal` -- so the interim `Permission via Email` written by apply_osf_permission() in metadata/dict_union.R no longer applies; that project is removed from OSF_PERMISSION_PROJECTS in the same change. Verified against api.osf.io/v2/nodes/qtqpb/?embed=license on 2026-09-20. irw#2302.,automated,9/20/2026
eammi_grahe_2018_physsx,eammi_grahe_2018_physsx,,,,,,CC0 1.0,,Public,CC0 1.0,,The OSF deposit (osf.io/qtqpb) publishes an explicit licence -- the OSF API reports `CC0 1.0 Universal` -- so the interim `Permission via Email` written by apply_osf_permission() in metadata/dict_union.R no longer applies; that project is removed from OSF_PERMISSION_PROJECTS in the same change. Verified against api.osf.io/v2/nodes/qtqpb/?embed=license on 2026-09-20. irw#2302.,automated,9/20/2026
eammi_grahe_2018_socmedia,eammi_grahe_2018_socmedia,,,,,,CC0 1.0,,Public,CC0 1.0,,The OSF deposit (osf.io/qtqpb) publishes an explicit licence -- the OSF API reports `CC0 1.0 Universal` -- so the interim `Permission via Email` written by apply_osf_permission() in metadata/dict_union.R no longer applies; that project is removed from OSF_PERMISSION_PROJECTS in the same change. Verified against api.osf.io/v2/nodes/qtqpb/?embed=license on 2026-09-20. irw#2302.,automated,9/20/2026
