source,title,url,doi,flag,reasons,n_responses,n_participants,n_items,density,data_file,irw_file,n_other_files
figshare,"Descriptive statistics (M (SD)) and results of ANOVAs of depression, purpose in life, and loneliness by marital status.",https://plos.figshare.com/articles/dataset/Descriptive_statistics_M_SD_and_results_of_ANOVAs_of_depression_purpose_in_life_and_loneliness_by_marital_status_/25642435,10.1371/journal.pone.0299391.t005,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Descriptive statistics of purpose in life, depression and loneliness.",https://plos.figshare.com/articles/dataset/Descriptive_statistics_of_purpose_in_life_depression_and_loneliness_/25642432,10.1371/journal.pone.0299391.t004,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Descriptive statistics of depression, purpose in life, and loneliness.",https://plos.figshare.com/articles/dataset/Descriptive_statistics_of_depression_purpose_in_life_and_loneliness_/25642426,10.1371/journal.pone.0299391.t002,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Supplementary Material for: Efficacy of an internet- and mobile-based intervention for subclinical anxiety and depression (ICare Prevent) with two guidance formats: Results from a three-armed randomized controlled trial,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_Efficacy_of_an_internet-_and_mobile-based_intervention_for_subclinical_anxiety_and_depression_ICare_Prevent_with_two_guidance_formats_Results_from_a_three-armed_randomized_controlled_trial/25237501,10.6084/m9.figshare.25237501.v2,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data_Sheet_1_A study on the impact of systematic desensitization training on competitive anxiety among Latin dance athletes.PDF,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_A_study_on_the_impact_of_systematic_desensitization_training_on_competitive_anxiety_among_Latin_dance_athletes_PDF/25569387,10.3389/fpsyg.2024.1371501.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_A double-blind randomized clinical trial on the suggestive effect of anxiety management questionnaires in dental emergencies.DOC,https://frontiersin.figshare.com/articles/dataset/Table_1_A_double-blind_randomized_clinical_trial_on_the_suggestive_effect_of_anxiety_management_questionnaires_in_dental_emergencies_DOC/25452346,10.3389/fpsyg.2024.1333594.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Changes in pain following bilateral intermittent theta-burst, transcranial magnetic stimulation for depression: A retrospective chart review",https://tandf.figshare.com/articles/dataset/Changes_in_pain_following_bilateral_intermittent_theta-burst_transcranial_magnetic_stimulation_for_depression_A_retrospective_chart_review/25395484,10.6084/m9.figshare.25395484.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Psychometric data of the participants (with the standard deviation in brackets) for the three groups on the two questionnaires- Spielberger State-Trait Anxiety Inventory- Trait (STAI-T), Positive and Negative Affect Scale (PANAS).",https://plos.figshare.com/articles/dataset/Psychometric_data_of_the_participants_with_the_standard_deviation_in_brackets_for_the_three_groups_on_the_two_questionnaires-_Spielberger_State-Trait_Anxiety_Inventory-_Trait_STAI-T_Positive_and_Negative_Affect_Scale_PANAS_/25261061,10.1371/journal.pone.0293880.t002,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data for an Experimental Study of Gong Meditation and Anxiety,https://figshare.com/articles/dataset/An_Experimental_Study_of_Gong_Meditation_and_Anxiety/25182359,10.6084/m9.figshare.25182359.v2,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Data for the article <i>Toxoplasma</i> Infection and Its Sequential Impact on Physical Health, Stress, and Anxiety: Testing the Stress-Coping Hypothesis in a Nonclinical Sample",https://figshare.com/articles/dataset/Data_for_the_article_i_Toxoplasma_i_Infection_and_Its_Sequential_Impact_on_Physical_Health_Stress_and_Anxiety_Testing_the_Stress-Coping_Hypothesis_in_a_Nonclinical_Sample/25188788,10.6084/m9.figshare.25188788.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Factors of family-centered care associated with state anxiety in parents of children and adolescents with disabilities,https://figshare.com/articles/dataset/Factors_of_family-centered_care_associated_with_state_anxiety_in_parents_of_children_and_adolescents_with_disabilities/25155695,10.6084/m9.figshare.25155695.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_Diagnosing and tracking depression based on eye movement in response to virtual reality.xlsx,https://frontiersin.figshare.com/articles/dataset/Table_1_Diagnosing_and_tracking_depression_based_on_eye_movement_in_response_to_virtual_reality_xlsx/25143527,10.3389/fpsyt.2024.1280935.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Exploring the relationship between digital gaming and students' psychological wellbeing during the COVID-19 pandemic,https://researchdata.up.ac.za/articles/dataset/Exploring_the_relationship_between_digital_gaming_and_students_psychological_wellbeing_during_the_COVID-19_pandemic/25040888,10.25403/upresearchdata.25040888.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,The Thr92Ala polymorphism in the Type 2 deiodinase gene is linked to depression in COVID-19 patients after hospital discharge,https://figshare.com/articles/dataset/The_Thr92Ala_polymorphism_in_the_Type_2_deiodinase_gene_is_linked_to_depression_in_COVID-19_patients_after_hospital_discharge/25118159,10.6084/m9.figshare.25118159.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_Longitudinal faster anxiety progression of GBA variant carriers in the early Parkinson’s disease cohort.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Longitudinal_faster_anxiety_progression_of_GBA_variant_carriers_in_the_early_Parkinson_s_disease_cohort_docx/25051751,10.3389/fnins.2024.1353759.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Datasheet1_Social mobility and perinatal depression in Black women.doc,https://frontiersin.figshare.com/articles/dataset/Datasheet1_Social_mobility_and_perinatal_depression_in_Black_women_doc/25047707,10.3389/frhs.2023.1227874.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Table_1_Effects of music on the preoperative and intraoperative anxiety through the assessment of pupil size and vital signs (blood pressure, respiratory, and pulse rates) among cataract surgery patients at UNTH-Enugu.docx",https://frontiersin.figshare.com/articles/dataset/Table_1_Effects_of_music_on_the_preoperative_and_intraoperative_anxiety_through_the_assessment_of_pupil_size_and_vital_signs_blood_pressure_respiratory_and_pulse_rates_among_cataract_surgery_patients_at_UNTH-Enugu_docx/24997415,10.3389/fopht.2023.1340752.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Data_Sheet_1_Safety, tolerability, pharmacodynamic and wellbeing effects of SPL026 (dimethyltryptamine fumarate) in healthy participants: a randomized, placebo-controlled phase 1 trial.docx",https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Safety_tolerability_pharmacodynamic_and_wellbeing_effects_of_SPL026_dimethyltryptamine_fumarate_in_healthy_participants_a_randomized_placebo-controlled_phase_1_trial_docx/24983007,10.3389/fpsyt.2023.1305796.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Supplementary Material for: Effectiveness of Schema Therapy vs Cognitive Behavioral Therapy vs Supportive Therapy for Depression in an Inpatient and Day Clinic Setting: A Randomized Clinical Trial,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_Effectiveness_of_Schema_Therapy_vs_Cognitive_Behavioral_Therapy_vs_Supportive_Therapy_for_Depression_in_an_Inpatient_and_Day_Clinic_Setting_A_Randomized_Clinical_Trial/24886893,10.6084/m9.figshare.24886893.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data_Sheet_1_Association between attention performance and the different dimensions of DSM-5 depression symptoms.docx,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Association_between_attention_performance_and_the_different_dimensions_of_DSM-5_depression_symptoms_docx/24886398,10.3389/fpsyt.2023.1291670.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Sociodemographic, medical, and psychometric scales variables from the studied population and stratified between subjects without physiological terror.",https://plos.figshare.com/articles/dataset/Sociodemographic_medical_and_psychometric_scales_variables_from_the_studied_population_and_stratified_between_subjects_without_physiological_terror_/24758469,10.1371/journal.pone.0295138.t001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data_Sheet_1_Positive psychosocial factors and the development of symptoms of depression and posttraumatic stress symptoms following acute myocardial infarction.docx,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Positive_psychosocial_factors_and_the_development_of_symptoms_of_depression_and_posttraumatic_stress_symptoms_following_acute_myocardial_infarction_docx/24719172,10.3389/fpsyg.2023.1302699.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Tukey post hoc test for WHO 5 wellbeing score among significant variables.,https://plos.figshare.com/articles/dataset/Tukey_post_hoc_test_for_WHO_5_wellbeing_score_among_significant_variables_/24527915,10.1371/journal.pone.0267784.t008,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Analysis of variance comparisons between WHO 5 wellbeing score with study variables.,https://plos.figshare.com/articles/dataset/Analysis_of_variance_comparisons_between_WHO_5_wellbeing_score_with_study_variables_/24527912,10.1371/journal.pone.0267784.t007,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Tukey post hoc test for depression score among significant variables.,https://plos.figshare.com/articles/dataset/Tukey_post_hoc_test_for_depression_score_among_significant_variables_/24527909,10.1371/journal.pone.0267784.t006,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Analysis of variance comparisons between depression score with study variables.,https://plos.figshare.com/articles/dataset/Analysis_of_variance_comparisons_between_depression_score_with_study_variables_/24527906,10.1371/journal.pone.0267784.t005,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,WHO5 wellbeing index level of the respondents.,https://plos.figshare.com/articles/dataset/WHO5_wellbeing_index_level_of_the_respondents_/24527903,10.1371/journal.pone.0267784.t004,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Depression level of the respondents (Beck Depression Inventory).,https://plos.figshare.com/articles/dataset/Depression_level_of_the_respondents_Beck_Depression_Inventory_/24527900,10.1371/journal.pone.0267784.t003,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Anxiety level of the respondents (Beck Anxiety Inventory).,https://plos.figshare.com/articles/dataset/Anxiety_level_of_the_respondents_Beck_Anxiety_Inventory_/24527897,10.1371/journal.pone.0267784.t002,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Data_Sheet_1_Relationship of depression with empathy, emotional intelligence, and symptoms of a weakened immune system.docx",https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Relationship_of_depression_with_empathy_emotional_intelligence_and_symptoms_of_a_weakened_immune_system_docx/24448171,10.3389/fpsyg.2023.1250636.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"<b>Data from ""Symptomatology of depression in climacteric women: impact of history of polycystic ovary syndrome and age""</b>",https://figshare.com/articles/dataset/_b_Data_from_Symptomatology_of_depression_in_climacteric_women_impact_of_history_of_polycystic_ovary_syndrome_and_age_b_/24447091,10.6084/m9.figshare.24447091.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,"Attachment disorganization, anxiety and avoidance",https://doi.org/10.7910/DVN/S5MIUH,10.7910/dvn/s5miuh,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Correlation between VAF<sub>total</sub> using 4 synergies and anterior knee pain scale (AKPS), pain catastrophizing scale (PCS), numerical pain rating scale (NPRS), Tampa scale of kinesiophobia (TAMPA) and Beck depression inventory (BECK).",https://plos.figshare.com/articles/dataset/Correlation_between_VAF_sub_total_sub_using_4_synergies_and_anterior_knee_pain_scale_AKPS_pain_catastrophizing_scale_PCS_numerical_pain_rating_scale_NPRS_Tampa_scale_of_kinesiophobia_TAMPA_and_Beck_depression_inventory_BECK_/24254538,10.1371/journal.pone.0292464.t004,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_Association of aquaporin-4 antibody-seropositive optic neuritis with vision-related quality of life and depression.DOCX,https://frontiersin.figshare.com/articles/dataset/Table_1_Association_of_aquaporin-4_antibody-seropositive_optic_neuritis_with_vision-related_quality_of_life_and_depression_DOCX/24222928,10.3389/fneur.2023.1265170.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Supplementary Material for: Symptom change during waitlist for medicated and nonmedicated patients with chronic depression,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_Symptom_change_during_waitlist_for_medicated_and_nonmedicated_patients_with_chronic_depression/24083547,10.6084/m9.figshare.24083547.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_Oxytocin levels and self-reported anxiety during interactions between humans and cows.DOCX,https://frontiersin.figshare.com/articles/dataset/Table_1_Oxytocin_levels_and_self-reported_anxiety_during_interactions_between_humans_and_cows_DOCX/24136698,10.3389/fpsyg.2023.1252463.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,<b>Aesthetic Chills Modulate Reward Learning in Anhedonic Depression</b>,https://figshare.com/articles/dataset/_b_Aesthetic_Chills_Modulate_Reward_Learning_in_Anhedonic_Depression_b_/24030213,10.6084/m9.figshare.24030213.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Depression before and after joint mobilization and joint mobilization combined with acupuncture.,https://plos.figshare.com/articles/dataset/Depression_before_and_after_joint_mobilization_and_joint_mobilization_combined_with_acupuncture_/24028416,10.1371/journal.pone.0281968.t005,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
