table,DOI__for_paper_,Reference_x,URL__for_data_,Derived_License,Description,BibTex
nfc_kay_2025,10.1177/10731911251319933,"Kay, C. S., & Slovic, P. (2025). Assessing conspiracist ideation reliably, validly, and efficiently: A psychometric comparison of five Short-Form measures. Assessment. https://doi.org/10.1177/10731911251319933",https://osf.io/uzrgk/files/osfstorage?view_only=aca403a5146240bda740e1e6d640751f,CC BY 4.0,"Item-level responses from the Need for Chaos Scale, adminstered once in the study."," @article{Kay_2025, title={Assessing Conspiracist Ideation Reliably, Validly, and Efficiently: A Psychometric Comparison of Five Short-Form Measures}, ISSN={1552-3489}, url={http://dx.doi.org/10.1177/10731911251319933}, DOI={10.1177/10731911251319933}, journal={Assessment}, publisher={SAGE Publications}, author={Kay, Cameron S. and Slovic, Paul}, year={2025}, month=mar }
"
cmq_kay_2025,10.1177/10731911251319933,"Kay, C. S., & Slovic, P. (2025). Assessing conspiracist ideation reliably, validly, and efficiently: A psychometric comparison of five Short-Form measures. Assessment. https://doi.org/10.1177/10731911251319933",https://osf.io/uzrgk/files/osfstorage?view_only=aca403a5146240bda740e1e6d640751f,CC BY 4.0,"Item-level responses from the Conspiracy Mentality Questionnaire (CMQ), adminstered twice in the study."," @article{Kay_2025, title={Assessing Conspiracist Ideation Reliably, Validly, and Efficiently: A Psychometric Comparison of Five Short-Form Measures}, ISSN={1552-3489}, url={http://dx.doi.org/10.1177/10731911251319933}, DOI={10.1177/10731911251319933}, journal={Assessment}, publisher={SAGE Publications}, author={Kay, Cameron S. and Slovic, Paul}, year={2025}, month=mar }
"
gcb5_2025,10.1177/10731911251319933,"Kay, C. S., & Slovic, P. (2025). Assessing conspiracist ideation reliably, validly, and efficiently: A psychometric comparison of five Short-Form measures. Assessment. https://doi.org/10.1177/10731911251319933",https://osf.io/uzrgk/files/osfstorage?view_only=aca403a5146240bda740e1e6d640751f,CC BY 4.0,"Item-level responses from the Generic Conspiracist Beliefs Scale–5 (GCB-5), adminstered twice in the study."," @article{Kay_2025, title={Assessing Conspiracist Ideation Reliably, Validly, and Efficiently: A Psychometric Comparison of Five Short-Form Measures}, ISSN={1552-3489}, url={http://dx.doi.org/10.1177/10731911251319933}, DOI={10.1177/10731911251319933}, journal={Assessment}, publisher={SAGE Publications}, author={Kay, Cameron S. and Slovic, Paul}, year={2025}, month=mar }
"
cf_kay_2025,10.1177/10731911251319933,"Kay, C. S., & Slovic, P. (2025). Assessing conspiracist ideation reliably, validly, and efficiently: A psychometric comparison of five Short-Form measures. Assessment. https://doi.org/10.1177/10731911251319933",https://osf.io/uzrgk/files/osfstorage?view_only=aca403a5146240bda740e1e6d640751f,CC BY 4.0,"Item-level responses from the Van Prooijen’s Coin Toss Task, adminstered once in the study."," @article{Kay_2025, title={Assessing Conspiracist Ideation Reliably, Validly, and Efficiently: A Psychometric Comparison of Five Short-Form Measures}, ISSN={1552-3489}, url={http://dx.doi.org/10.1177/10731911251319933}, DOI={10.1177/10731911251319933}, journal={Assessment}, publisher={SAGE Publications}, author={Kay, Cameron S. and Slovic, Paul}, year={2025}, month=mar }
"
agn_kay_2025,10.1177/10731911251319933,"Kay, C. S., & Slovic, P. (2025). Assessing conspiracist ideation reliably, validly, and efficiently: A psychometric comparison of five Short-Form measures. Assessment. https://doi.org/10.1177/10731911251319933",https://osf.io/uzrgk/files/osfstorage?view_only=aca403a5146240bda740e1e6d640751f,CC BY 4.0,"Item-level responses from the Agnew’s Anomie Scale, adminstered once in the study."," @article{Kay_2025, title={Assessing Conspiracist Ideation Reliably, Validly, and Efficiently: A Psychometric Comparison of Five Short-Form Measures}, ISSN={1552-3489}, url={http://dx.doi.org/10.1177/10731911251319933}, DOI={10.1177/10731911251319933}, journal={Assessment}, publisher={SAGE Publications}, author={Kay, Cameron S. and Slovic, Paul}, year={2025}, month=mar }
"
pds_kay_2025,10.1177/10731911251319933,"Kay, C. S., & Slovic, P. (2025). Assessing conspiracist ideation reliably, validly, and efficiently: A psychometric comparison of five Short-Form measures. Assessment. https://doi.org/10.1177/10731911251319933",https://osf.io/uzrgk/files/osfstorage?view_only=aca403a5146240bda740e1e6d640751f,CC BY 4.0,"Item-level responses from the Persecution and Deservedness Scale, adminstered once in the study."," @article{Kay_2025, title={Assessing Conspiracist Ideation Reliably, Validly, and Efficiently: A Psychometric Comparison of Five Short-Form Measures}, ISSN={1552-3489}, url={http://dx.doi.org/10.1177/10731911251319933}, DOI={10.1177/10731911251319933}, journal={Assessment}, publisher={SAGE Publications}, author={Kay, Cameron S. and Slovic, Paul}, year={2025}, month=mar }
"
gmc_kay_2025,10.1177/10731911251319933,"Kay, C. S., & Slovic, P. (2025). Assessing conspiracist ideation reliably, validly, and efficiently: A psychometric comparison of five Short-Form measures. Assessment. https://doi.org/10.1177/10731911251319933",https://osf.io/uzrgk/files/osfstorage?view_only=aca403a5146240bda740e1e6d640751f,CC BY 4.0,"Item-level responses from the General Measure of Conspiracism (GMC), adminstered twice in the study."," @article{Kay_2025, title={Assessing Conspiracist Ideation Reliably, Validly, and Efficiently: A Psychometric Comparison of Five Short-Form Measures}, ISSN={1552-3489}, url={http://dx.doi.org/10.1177/10731911251319933}, DOI={10.1177/10731911251319933}, journal={Assessment}, publisher={SAGE Publications}, author={Kay, Cameron S. and Slovic, Paul}, year={2025}, month=mar }
"
onecm_kay_2025,10.1177/10731911251319933,"Kay, C. S., & Slovic, P. (2025). Assessing conspiracist ideation reliably, validly, and efficiently: A psychometric comparison of five Short-Form measures. Assessment. https://doi.org/10.1177/10731911251319933",https://osf.io/uzrgk/files/osfstorage?view_only=aca403a5146240bda740e1e6d640751f,CC BY 4.0,"Item-level responses from the One-Item Conspiracy Measure (1CM), adminstered twice in the study."," @article{Kay_2025, title={Assessing Conspiracist Ideation Reliably, Validly, and Efficiently: A Psychometric Comparison of Five Short-Form Measures}, ISSN={1552-3489}, url={http://dx.doi.org/10.1177/10731911251319933}, DOI={10.1177/10731911251319933}, journal={Assessment}, publisher={SAGE Publications}, author={Kay, Cameron S. and Slovic, Paul}, year={2025}, month=mar }
"
emoji_scheffler_2024,10.3758/s13428-024-02444-x,"Scheffler, T., & Nenchev, I. (2024). Affective, semantic, frequency, and descriptive norms for 107 face emojis. Behavior Research Methods, 56(8), 8159-8180.",https://osf.io/vbmpj/files/735md,CC BY 4.0,"We gathered and examined subjective ratings of emojis from 138 German speakers along five essential dimensions: valence, arousal, familiarity, clarity, and visual complexity."," @article{Scheffler_2024, title={Affective, semantic, frequency, and descriptive norms for 107 face emojis}, volume={56}, ISSN={1554-3528}, url={http://dx.doi.org/10.3758/s13428-024-02444-x}, DOI={10.3758/s13428-024-02444-x}, number={8}, journal={Behavior Research Methods}, publisher={Springer Science and Business Media LLC}, author={Scheffler, Tatjana and Nenchev, Ivan}, year={2024}, month=aug, pages={8159–8180} }
"
lhsbrasil_couto_2023_ses,10.1590/0102.3772e39513.en,"Couto, C., & Pilati, R. (2023). Adaptation of the learned helplessness scale in brazil. Psicologia: Teoria e Pesquisa, 39, e39513.",https://osf.io/w6mqe,CC BY 4.0,Rosenberg’s Self-Esteem Scale (SES). The SES is a unidimensional measurement that assesses global self-esteem through 10 items responded on a four-point scale," @article{Couto_2023, title={Adaptation of the Learned Helplessness Scale in Brazil}, volume={39}, ISSN={0102-3772}, url={http://dx.doi.org/10.1590/0102.3772e39513.en}, DOI={10.1590/0102.3772e39513.en}, journal={Psicologia: Teoria e Pesquisa}, publisher={FapUNIFESP (SciELO)}, author={Couto, Cleno and Pilati, Ronaldo}, year={2023} }
"
lhsbrasil_couto_2023_lhs,10.1590/0102.3772e39513.en,"Couto, C., & Pilati, R. (2023). Adaptation of the learned helplessness scale in brazil. Psicologia: Teoria e Pesquisa, 39, e39513.",https://osf.io/w6mqe,CC BY 4.0,"Learned Helplessness Scale. The LHS can be used to measure states of learned helplessness and consists of 20 items, answered on a four-point scale (1 = Strongly disagree; 4 = Strongly agree)."," @article{Couto_2023, title={Adaptation of the Learned Helplessness Scale in Brazil}, volume={39}, ISSN={0102-3772}, url={http://dx.doi.org/10.1590/0102.3772e39513.en}, DOI={10.1590/0102.3772e39513.en}, journal={Psicologia: Teoria e Pesquisa}, publisher={FapUNIFESP (SciELO)}, author={Couto, Cleno and Pilati, Ronaldo}, year={2023} }
"
lhsbrasil_couto_2023_pss,10.1590/0102.3772e39513.en,"Couto, C., & Pilati, R. (2023). Adaptation of the learned helplessness scale in brazil. Psicologia: Teoria e Pesquisa, 39, e39513.",https://osf.io/w6mqe,CC BY 4.0,"Perceived Stress Scale (PSS-10). The PSS measures the perception of individual stress in a global form, independent of stressor agents"," @article{Couto_2023, title={Adaptation of the Learned Helplessness Scale in Brazil}, volume={39}, ISSN={0102-3772}, url={http://dx.doi.org/10.1590/0102.3772e39513.en}, DOI={10.1590/0102.3772e39513.en}, journal={Psicologia: Teoria e Pesquisa}, publisher={FapUNIFESP (SciELO)}, author={Couto, Cleno and Pilati, Ronaldo}, year={2023} }
"
lec5_xiong_2025,10.1016/j.paid.2025.113343,"Xiong, X., Zhan, N., Zou, J., Xu, F., & Geng, F. (2025). Factor structure, measurement invariance, and psychometric properties of the brief version of difficulties in emotion regulation scale (DERS-16) across four Chinese samples. Personality and Individual Differences, 246, 113343. https://doi.org/10.1016/j.paid.2025.113343",https://osf.io/wg568/files/osfstorage?view_only=3b9ee6f978a648deb17d81d244d6c158,CC BY 4.0,"Item-response level data from the Life Events Checklist for DSM-5 (LEC-5), administered to the same four Chinese samples, measuring lifetime exposure to potentially traumatic events"," @article{Xiong_2025, title={Factor structure, measurement invariance, and psychometric properties of the brief version of difficulties in emotion regulation scale (DERS-16) across four Chinese samples}, volume={246}, ISSN={0191-8869}, url={http://dx.doi.org/10.1016/j.paid.2025.113343}, DOI={10.1016/j.paid.2025.113343}, journal={Personality and Individual Differences}, publisher={Elsevier BV}, author={Xiong, Xiaoyan and Zhan, Nalan and Zou, Jiaqi and Xu, Fenfen and Geng, Fulei}, year={2025}, month=nov, pages={113343} }
"
phq9_xiong_2025,10.1016/j.paid.2025.113343,"Xiong, X., Zhan, N., Zou, J., Xu, F., & Geng, F. (2025). Factor structure, measurement invariance, and psychometric properties of the brief version of difficulties in emotion regulation scale (DERS-16) across four Chinese samples. Personality and Individual Differences, 246, 113343. https://doi.org/10.1016/j.paid.2025.113343",https://osf.io/wg568/files/osfstorage?view_only=3b9ee6f978a648deb17d81d244d6c158,CC BY 4.0,"Item-response level data from the Patient Health Questionnaire (PHQ-9), evaluating depressive symptoms over the past two weeks in the four Chinese samples"," @article{Xiong_2025, title={Factor structure, measurement invariance, and psychometric properties of the brief version of difficulties in emotion regulation scale (DERS-16) across four Chinese samples}, volume={246}, ISSN={0191-8869}, url={http://dx.doi.org/10.1016/j.paid.2025.113343}, DOI={10.1016/j.paid.2025.113343}, journal={Personality and Individual Differences}, publisher={Elsevier BV}, author={Xiong, Xiaoyan and Zhan, Nalan and Zou, Jiaqi and Xu, Fenfen and Geng, Fulei}, year={2025}, month=nov, pages={113343} }
"
ders16_xiong_2025,10.1016/j.paid.2025.113343,"Xiong, X., Zhan, N., Zou, J., Xu, F., & Geng, F. (2025). Factor structure, measurement invariance, and psychometric properties of the brief version of difficulties in emotion regulation scale (DERS-16) across four Chinese samples. Personality and Individual Differences, 246, 113343. https://doi.org/10.1016/j.paid.2025.113343",https://osf.io/wg568/files/osfstorage?view_only=3b9ee6f978a648deb17d81d244d6c158,CC BY 4.0,"Item-response level data from the Chinese version of the Difficulties in Emotion Regulation Scale – Short Form (DERS-16), collected across four Chinese samples (adolescents, college students, community adults, and male prisoners) to assess emotion regulation difficulties"," @article{Xiong_2025, title={Factor structure, measurement invariance, and psychometric properties of the brief version of difficulties in emotion regulation scale (DERS-16) across four Chinese samples}, volume={246}, ISSN={0191-8869}, url={http://dx.doi.org/10.1016/j.paid.2025.113343}, DOI={10.1016/j.paid.2025.113343}, journal={Personality and Individual Differences}, publisher={Elsevier BV}, author={Xiong, Xiaoyan and Zhan, Nalan and Zou, Jiaqi and Xu, Fenfen and Geng, Fulei}, year={2025}, month=nov, pages={113343} }
"
pcl5_xiong_2025,10.1016/j.paid.2025.113343,"Xiong, X., Zhan, N., Zou, J., Xu, F., & Geng, F. (2025). Factor structure, measurement invariance, and psychometric properties of the brief version of difficulties in emotion regulation scale (DERS-16) across four Chinese samples. Personality and Individual Differences, 246, 113343. https://doi.org/10.1016/j.paid.2025.113343",https://osf.io/wg568/files/osfstorage?view_only=3b9ee6f978a648deb17d81d244d6c158,CC BY 4.0,"Item-response level data from the Posttraumatic Stress Disorder Checklist for DSM-5 (PCL-5), assessing PTSD symptoms in the four Chinese samples over the past month"," @article{Xiong_2025, title={Factor structure, measurement invariance, and psychometric properties of the brief version of difficulties in emotion regulation scale (DERS-16) across four Chinese samples}, volume={246}, ISSN={0191-8869}, url={http://dx.doi.org/10.1016/j.paid.2025.113343}, DOI={10.1016/j.paid.2025.113343}, journal={Personality and Individual Differences}, publisher={Elsevier BV}, author={Xiong, Xiaoyan and Zhan, Nalan and Zou, Jiaqi and Xu, Fenfen and Geng, Fulei}, year={2025}, month=nov, pages={113343} }
"
presenteeism_golz_2024,10.1007/s10926-024-10174-2,"Golz, C., Kilcher, G., Gerlach, M. et al. Translation and Psychometric Testing of the Hägerbäumer Presenteeism Scale in English. J Occup Rehabil 34, 863–872 (2024). https://doi.org/10.1007/s10926-024-10174-2",https://osf.io/wh483/overview,CC BY 4.0,Translation and Psychometric Testing of the Hägerbäumer Presenteeism Scale in English," @article{Golz_2024, title={Translation and Psychometric Testing of the Hägerbäumer Presenteeism Scale in English}, volume={34}, ISSN={1573-3688}, url={http://dx.doi.org/10.1007/s10926-024-10174-2}, DOI={10.1007/s10926-024-10174-2}, number={4}, journal={Journal of Occupational Rehabilitation}, publisher={Springer Science and Business Media LLC}, author={Golz, Christoph and Kilcher, G. and Gerlach, M. and Hägerbäumer, M. and Peter, K. A. and Blozik, E.}, year={2024}, month=mar, pages={863–872} }
"
zhang-eye-2022,10.17605/OSF.IO/WX2P8,NA,https://osf.io/wx2p8/files/osfstorage,CC BY 4.0,Using A Multi-Strategy Eye-Tracking Psychometric Model to Measure Intelligence and Identify Cognitive Strategy in Raven’s Advanced Progressive Matrices,"@article{https://doi.org/10.17605/osf.io/wx2p8,
  doi = {10.17605/OSF.IO/WX2P8},
  url = {https://osf.io/wx2p8/},
  author = {Zhan（詹沛达）, Peida},
  title = {Using A Multi-Strategy Eye-Tracking Psychometric Model to Measure Intelligence and Identify Cognitive Strategy in Raven’s Advanced Progressive Matrices},
  publisher = {OSF},
  year = {2022},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
